Gene_ID,Gene_Symbol,Chromosome,Gene_Type,Gene_RefSeq_Status,RNA_RefSeq_Status,Gene_Length_bp
8743,TNFSF10,3,protein-coding,REVIEWED,REVIEWED,18000
8600,TNFSF11,13,protein-coding,REVIEWED,REVIEWED,45278
8742,TNFSF12,17,protein-coding,REVIEWED,REVIEWED,8833
407977,TNFSF12-TNFSF13,17,protein-coding,REVIEWED,REVIEWED,12551
8741,TNFSF13,17,protein-coding,REVIEWED,REVIEWED,3317
10673,TNFSF13B,13,protein-coding,REVIEWED,REVIEWED,40245
8740,TNFSF14,19,protein-coding,REVIEWED,REVIEWED,12470
9966,TNFSF15,9,protein-coding,REVIEWED,REVIEWED,21494
8995,TNFSF18,1,protein-coding,REVIEWED,REVIEWED,9744
7292,TNFSF4,1,protein-coding,REVIEWED,REVIEWED,278480
944,TNFSF8,9,protein-coding,REVIEWED,REVIEWED,37332
8744,TNFSF9,19,protein-coding,REVIEWED,REVIEWED,4930
23043,TNIK,3,protein-coding,REVIEWED,REVIEWED,401995
10318,TNIP1,5,protein-coding,REVIEWED,REVIEWED,57718
79155,TNIP2,4,protein-coding,VALIDATED,VALIDATED,14717
79931,TNIP3,4,protein-coding,VALIDATED,VALIDATED,96202
8711,TNK1,17,protein-coding,REVIEWED,REVIEWED,9406
10188,TNK2,3,protein-coding,REVIEWED,REVIEWED,45646
8658,TNKS,8,protein-coding,VALIDATED,VALIDATED,227117
85456,TNKS1BP1,11,protein-coding,VALIDATED,VALIDATED,25324
80351,TNKS2,10,protein-coding,VALIDATED,VALIDATED,67082
64102,TNMD,X,protein-coding,REVIEWED,REVIEWED,15093
63923,TNN,1,protein-coding,VALIDATED,VALIDATED,80209
7134,TNNC1,3,protein-coding,REVIEWED,REVIEWED,2951
7125,TNNC2,20,protein-coding,REVIEWED,REVIEWED,10116
7135,TNNI1,1,protein-coding,REVIEWED,REVIEWED,17980
7136,TNNI2,11,protein-coding,REVIEWED,REVIEWED,2678
7137,TNNI3,19,protein-coding,REVIEWED,REVIEWED,5966
51086,TNNI3K,1,protein-coding,REVIEWED,REVIEWED,309046
7138,TNNT1,19,protein-coding,REVIEWED,REVIEWED,16657
7139,TNNT2,1,protein-coding,REVIEWED,REVIEWED,18821
7140,TNNT3,11,protein-coding,REVIEWED,REVIEWED,19156
7141,TNP1,2,protein-coding,VALIDATED,VALIDATED,602
7142,TNP2,16,protein-coding,VALIDATED,VALIDATED,1447
3842,TNPO1,5,protein-coding,REVIEWED,REVIEWED,97798
30000,TNPO2,19,protein-coding,VALIDATED,VALIDATED,24803
23534,TNPO3,7,protein-coding,REVIEWED,REVIEWED,100994
7143,TNR,1,protein-coding,REVIEWED,REVIEWED,422922
84629,TNRC18,7,protein-coding,VALIDATED,VALIDATED,117054
27327,TNRC6A,16,protein-coding,REVIEWED,REVIEWED,216019
23112,TNRC6B,22,protein-coding,VALIDATED,VALIDATED,290992
57690,TNRC6C,17,protein-coding,VALIDATED,VALIDATED,149983
7145,TNS1,2,protein-coding,REVIEWED,REVIEWED,203207
23371,TNS2,12,protein-coding,REVIEWED,REVIEWED,17400
64759,TNS3,7,protein-coding,VALIDATED,VALIDATED,307400
84951,TNS4,17,protein-coding,VALIDATED,VALIDATED,25854
7148,TNXB,6,protein-coding,REVIEWED,REVIEWED,68220
10140,TOB1,17,protein-coding,REVIEWED,REVIEWED,5756
10766,TOB2,22,protein-coding,VALIDATED,VALIDATED,14743
114034,TOE1,1,protein-coding,VALIDATED,VALIDATED,4309
23116,TOGARAM1,14,protein-coding,VALIDATED,VALIDATED,112242
165186,TOGARAM2,2,protein-coding,VALIDATED,VALIDATED,70933
54472,TOLLIP,11,protein-coding,REVIEWED,REVIEWED,35295
10043,TOM1,22,protein-coding,REVIEWED,REVIEWED,48720
10040,TOM1L1,17,protein-coding,VALIDATED,VALIDATED,61277
146691,TOM1L2,17,protein-coding,REVIEWED,REVIEWED,128963
9804,TOMM20,1,protein-coding,VALIDATED,VALIDATED,19601
387990,TOMM20L,14,protein-coding,VALIDATED,VALIDATED,21177
56993,TOMM22,22,protein-coding,REVIEWED,REVIEWED,2812
10953,TOMM34,20,protein-coding,REVIEWED,REVIEWED,18344
10452,TOMM40,19,protein-coding,REVIEWED,REVIEWED,12470
84134,TOMM40L,1,protein-coding,VALIDATED,VALIDATED,4808
401505,TOMM5,9,protein-coding,VALIDATED,VALIDATED,4227
100188893,TOMM6,6,protein-coding,VALIDATED,VALIDATED,2454
54543,TOMM7,7,protein-coding,REVIEWED,REVIEWED,10221
9868,TOMM70,3,protein-coding,REVIEWED,REVIEWED,37940
4796,TONSL,8,protein-coding,REVIEWED,REVIEWED,15709
7150,TOP1,20,protein-coding,REVIEWED,REVIEWED,95670
116447,TOP1MT,8,protein-coding,REVIEWED,REVIEWED,50654
7153,TOP2A,17,protein-coding,REVIEWED,REVIEWED,29430
7155,TOP2B,3,protein-coding,REVIEWED,REVIEWED,66987
7156,TOP3A,17,protein-coding,REVIEWED,REVIEWED,45135
8940,TOP3B,22,protein-coding,REVIEWED,REVIEWED,28485
375337,TOPAZ1,3,protein-coding,VALIDATED,VALIDATED,95186
11073,TOPBP1,3,protein-coding,REVIEWED,REVIEWED,61364
10210,TOPORS,9,protein-coding,REVIEWED,REVIEWED,12085
1861,TOR1A,9,protein-coding,REVIEWED,REVIEWED,11221
26092,TOR1AIP1,1,protein-coding,REVIEWED,REVIEWED,38036
163590,TOR1AIP2,1,protein-coding,REVIEWED,REVIEWED,37840
27348,TOR1B,9,protein-coding,REVIEWED,REVIEWED,8282
27433,TOR2A,9,protein-coding,REVIEWED,REVIEWED,3826
64222,TOR3A,1,protein-coding,VALIDATED,VALIDATED,14020
54863,TOR4A,9,protein-coding,VALIDATED,VALIDATED,4814
9760,TOX,8,protein-coding,REVIEWED,REVIEWED,313876
84969,TOX2,20,protein-coding,VALIDATED,VALIDATED,154765
27324,TOX3,16,protein-coding,VALIDATED,VALIDATED,111388
9878,TOX4,14,protein-coding,VALIDATED,VALIDATED,22002
7157,TP53,17,protein-coding,REVIEWED,REVIEWED,19149
63970,TP53AIP1,11,protein-coding,REVIEWED,REVIEWED,9502
7158,TP53BP1,15,protein-coding,REVIEWED,REVIEWED,107665
7159,TP53BP2,1,protein-coding,REVIEWED,REVIEWED,66080
9537,TP53I11,11,protein-coding,VALIDATED,VALIDATED,18959
90313,TP53I13,17,protein-coding,VALIDATED,VALIDATED,5978
9540,TP53I3,2,protein-coding,REVIEWED,REVIEWED,8340
94241,TP53INP1,8,protein-coding,VALIDATED,VALIDATED,23416
58476,TP53INP2,20,protein-coding,REVIEWED,REVIEWED,9132
112858,TP53RK,20,protein-coding,VALIDATED,VALIDATED,5273
24150,TP53TG3,16,protein-coding,VALIDATED,VALIDATED,5094
729355,TP53TG3B,16,protein-coding,VALIDATED,VALIDATED,5094
653550,TP53TG3C,16,protein-coding,VALIDATED,VALIDATED,5089
729264,TP53TG3D,16,protein-coding,VALIDATED,VALIDATED,4326
102724101,TP53TG3E,16,protein-coding,VALIDATED,VALIDATED,5093
102724127,TP53TG3F,16,protein-coding,VALIDATED,VALIDATED,5094
27296,TP53TG5,20,protein-coding,VALIDATED,VALIDATED,4671
8626,TP63,3,protein-coding,REVIEWED,REVIEWED,300534
7161,TP73,1,protein-coding,REVIEWED,REVIEWED,83637
7162,TPBG,6,protein-coding,REVIEWED,REVIEWED,4212
100507050,TPBGL,11,protein-coding,VALIDATED,VALIDATED,2800
53373,TPCN1,12,protein-coding,VALIDATED,VALIDATED,77161
219931,TPCN2,11,protein-coding,REVIEWED,REVIEWED,41729
7163,TPD52,8,protein-coding,VALIDATED,VALIDATED,136792
7164,TPD52L1,6,protein-coding,REVIEWED,REVIEWED,110679
7165,TPD52L2,20,protein-coding,REVIEWED,REVIEWED,26318
89882,TPD52L3,9,protein-coding,REVIEWED,REVIEWED,3552
91978,TPGS1,19,protein-coding,VALIDATED,VALIDATED,12158
25941,TPGS2,18,protein-coding,REVIEWED,REVIEWED,51570
7166,TPH1,11,protein-coding,REVIEWED,REVIEWED,20252
121278,TPH2,12,protein-coding,REVIEWED,REVIEWED,93596
7167,TPI1,12,protein-coding,REVIEWED,REVIEWED,4113
27010,TPK1,7,protein-coding,REVIEWED,REVIEWED,384484
7168,TPM1,15,protein-coding,REVIEWED,REVIEWED,29277
7169,TPM2,9,protein-coding,REVIEWED,REVIEWED,8064
7170,TPM3,1,protein-coding,REVIEWED,REVIEWED,36832
7171,TPM4,19,protein-coding,REVIEWED,REVIEWED,35499
7172,TPMT,6,protein-coding,REVIEWED,REVIEWED,26859
7173,TPO,2,protein-coding,REVIEWED,REVIEWED,129440
1200,TPP1,11,protein-coding,REVIEWED,REVIEWED,6696
7174,TPP2,13,protein-coding,REVIEWED,REVIEWED,83023
11076,TPPP,5,protein-coding,VALIDATED,VALIDATED,40866
122664,TPPP2,14,protein-coding,VALIDATED,VALIDATED,12091
51673,TPPP3,16,protein-coding,VALIDATED,VALIDATED,3729
7175,TPR,1,protein-coding,REVIEWED,REVIEWED,63674
131601,TPRA1,3,protein-coding,VALIDATED,VALIDATED,27034
285386,TPRG1,3,protein-coding,VALIDATED,VALIDATED,324526
127262,TPRG1L,1,protein-coding,VALIDATED,VALIDATED,5140
51002,TPRKB,2,protein-coding,VALIDATED,VALIDATED,7570
286262,TPRN,9,protein-coding,VALIDATED,VALIDATED,9095
284355,TPRX1,19,protein-coding,VALIDATED,VALIDATED,2362
7177,TPSAB1,16,protein-coding,REVIEWED,REVIEWED,1878
64499,TPSB2,16,protein-coding,REVIEWED,REVIEWED,1849
23430,TPSD1,16,protein-coding,REVIEWED,REVIEWED,2222
25823,TPSG1,16,protein-coding,REVIEWED,REVIEWED,4804
8460,TPST1,7,protein-coding,VALIDATED,VALIDATED,155180
8459,TPST2,22,protein-coding,REVIEWED,REVIEWED,66060
7178,TPT1,13,protein-coding,REVIEWED,REVIEWED,7814
7179,TPTE,21,protein-coding,REVIEWED,REVIEWED,84757
93492,TPTE2,13,protein-coding,VALIDATED,VALIDATED,138698
102800317,TPTEP2-CSNK1E,22,protein-coding,VALIDATED,VALIDATED,107832
22974,TPX2,20,protein-coding,VALIDATED,VALIDATED,62702
29896,TRA2A,7,protein-coding,REVIEWED,REVIEWED,27262
6434,TRA2B,3,protein-coding,REVIEWED,REVIEWED,23569
80305,TRABD,22,protein-coding,VALIDATED,VALIDATED,13711
129293,TRABD2A,2,protein-coding,VALIDATED,VALIDATED,60326
388630,TRABD2B,1,protein-coding,VALIDATED,VALIDATED,236841
8717,TRADD,16,protein-coding,REVIEWED,REVIEWED,5725
7185,TRAF1,9,protein-coding,REVIEWED,REVIEWED,26781
7186,TRAF2,9,protein-coding,REVIEWED,REVIEWED,44683
7187,TRAF3,14,protein-coding,REVIEWED,REVIEWED,134022
26146,TRAF3IP1,2,protein-coding,REVIEWED,REVIEWED,80412
10758,TRAF3IP2,6,protein-coding,REVIEWED,REVIEWED,50923
80342,TRAF3IP3,1,protein-coding,REVIEWED,REVIEWED,26292
9618,TRAF4,17,protein-coding,REVIEWED,REVIEWED,6955
7188,TRAF5,1,protein-coding,REVIEWED,REVIEWED,48353
7189,TRAF6,11,protein-coding,REVIEWED,REVIEWED,26547
84231,TRAF7,16,protein-coding,VALIDATED,VALIDATED,22352
10906,TRAFD1,12,protein-coding,VALIDATED,VALIDATED,28060
10293,TRAIP,3,protein-coding,REVIEWED,REVIEWED,27990
22906,TRAK1,3,protein-coding,VALIDATED,VALIDATED,212089
66008,TRAK2,2,protein-coding,VALIDATED,VALIDATED,74390
23471,TRAM1,8,protein-coding,REVIEWED,REVIEWED,35242
133022,TRAM1L1,4,protein-coding,VALIDATED,VALIDATED,2027
9697,TRAM2,6,protein-coding,REVIEWED,REVIEWED,79663
9881,TRANK1,3,protein-coding,VALIDATED,VALIDATED,118846
10131,TRAP1,16,protein-coding,REVIEWED,REVIEWED,59561
58485,TRAPPC1,17,protein-coding,REVIEWED,REVIEWED,1655
7109,TRAPPC10,21,protein-coding,REVIEWED,REVIEWED,94228
60684,TRAPPC11,4,protein-coding,REVIEWED,REVIEWED,54328
51112,TRAPPC12,2,protein-coding,VALIDATED,VALIDATED,100327
80006,TRAPPC13,5,protein-coding,VALIDATED,VALIDATED,41503
6399,TRAPPC2,X,protein-coding,REVIEWED,REVIEWED,22394
10597,TRAPPC2B,19,protein-coding,VALIDATED,VALIDATED,1971
51693,TRAPPC2L,16,protein-coding,REVIEWED,REVIEWED,6467
27095,TRAPPC3,1,protein-coding,REVIEWED,REVIEWED,19485
100128327,TRAPPC3L,6,protein-coding,VALIDATED,VALIDATED,49128
51399,TRAPPC4,11,protein-coding,VALIDATED,VALIDATED,5206
126003,TRAPPC5,19,protein-coding,VALIDATED,VALIDATED,2042
79090,TRAPPC6A,19,protein-coding,REVIEWED,REVIEWED,16339
122553,TRAPPC6B,14,protein-coding,VALIDATED,VALIDATED,22620
22878,TRAPPC8,18,protein-coding,VALIDATED,VALIDATED,113956
83696,TRAPPC9,8,protein-coding,REVIEWED,REVIEWED,730855
286753,TRARG1,17,protein-coding,VALIDATED,VALIDATED,21325
50852,TRAT1,3,protein-coding,VALIDATED,VALIDATED,32308
1787,TRDMT1,10,protein-coding,REVIEWED,REVIEWED,64736
10345,TRDN,6,protein-coding,REVIEWED,REVIEWED,420755
11181,TREH,11,protein-coding,REVIEWED,REVIEWED,21441
54210,TREM1,6,protein-coding,REVIEWED,REVIEWED,19361
54209,TREM2,6,protein-coding,REVIEWED,REVIEWED,4681
340205,TREML1,6,protein-coding,REVIEWED,REVIEWED,9354
79865,TREML2,6,protein-coding,VALIDATED,VALIDATED,11485
285852,TREML4,6,protein-coding,VALIDATED,VALIDATED,11100
55809,TRERF1,6,protein-coding,REVIEWED,REVIEWED,227284
11277,TREX1,3,protein-coding,REVIEWED,REVIEWED,1694
11219,TREX2,X,protein-coding,REVIEWED,REVIEWED,1768
7200,TRH,3,protein-coding,REVIEWED,REVIEWED,3546
29953,TRHDE,12,protein-coding,REVIEWED,REVIEWED,579375
7201,TRHR,8,protein-coding,REVIEWED,REVIEWED,34041
51499,TRIAP1,12,protein-coding,VALIDATED,VALIDATED,2452
10221,TRIB1,8,protein-coding,VALIDATED,VALIDATED,8116
28951,TRIB2,2,protein-coding,REVIEWED,REVIEWED,25863
57761,TRIB3,20,protein-coding,REVIEWED,REVIEWED,16931
9865,TRIL,7,protein-coding,VALIDATED,VALIDATED,5056
10107,TRIM10,6,protein-coding,VALIDATED,VALIDATED,11278
81559,TRIM11,1,protein-coding,REVIEWED,REVIEWED,13145
10206,TRIM13,13,protein-coding,REVIEWED,REVIEWED,21461
9830,TRIM14,9,protein-coding,REVIEWED,REVIEWED,47407
89870,TRIM15,6,protein-coding,REVIEWED,REVIEWED,9491
10626,TRIM16,17,protein-coding,REVIEWED,REVIEWED,56346
147166,TRIM16L,17,protein-coding,VALIDATED,VALIDATED,38122
51127,TRIM17,1,protein-coding,REVIEWED,REVIEWED,10006
23321,TRIM2,4,protein-coding,REVIEWED,REVIEWED,187042
6737,TRIM21,11,protein-coding,REVIEWED,REVIEWED,8800
10346,TRIM22,11,protein-coding,REVIEWED,REVIEWED,21277
373,TRIM23,5,protein-coding,REVIEWED,REVIEWED,34681
8805,TRIM24,7,protein-coding,REVIEWED,REVIEWED,125255
7706,TRIM25,17,protein-coding,REVIEWED,REVIEWED,26140
7726,TRIM26,6,protein-coding,REVIEWED,REVIEWED,29042
5987,TRIM27,6,protein-coding,REVIEWED,REVIEWED,20990
10155,TRIM28,19,protein-coding,REVIEWED,REVIEWED,6254
23650,TRIM29,11,protein-coding,REVIEWED,REVIEWED,26881
10612,TRIM3,11,protein-coding,REVIEWED,REVIEWED,25847
11074,TRIM31,6,protein-coding,REVIEWED,REVIEWED,10215
22954,TRIM32,9,protein-coding,REVIEWED,REVIEWED,13999
51592,TRIM33,1,protein-coding,REVIEWED,REVIEWED,118416
53840,TRIM34,11,protein-coding,REVIEWED,REVIEWED,24455
23087,TRIM35,8,protein-coding,VALIDATED,VALIDATED,26434
55521,TRIM36,5,protein-coding,REVIEWED,REVIEWED,55785
4591,TRIM37,17,protein-coding,REVIEWED,REVIEWED,138955
10475,TRIM38,6,protein-coding,REVIEWED,REVIEWED,26181
56658,TRIM39,6,protein-coding,REVIEWED,REVIEWED,16886
202658,TRIM39-RPP21,6,protein-coding,VALIDATED,VALIDATED,17548
89122,TRIM4,7,protein-coding,REVIEWED,REVIEWED,29194
135644,TRIM40,6,protein-coding,REVIEWED,REVIEWED,12776
90933,TRIM41,5,protein-coding,REVIEWED,REVIEWED,12546
287015,TRIM42,3,protein-coding,REVIEWED,REVIEWED,23127
129868,TRIM43,2,protein-coding,VALIDATED,VALIDATED,7754
54765,TRIM44,11,protein-coding,REVIEWED,REVIEWED,148362
80263,TRIM45,1,protein-coding,REVIEWED,REVIEWED,14079
80128,TRIM46,1,protein-coding,VALIDATED,VALIDATED,11591
91107,TRIM47,17,protein-coding,VALIDATED,VALIDATED,4436
79097,TRIM48,11,protein-coding,VALIDATED,VALIDATED,8938
57093,TRIM49,11,protein-coding,REVIEWED,REVIEWED,42140
283116,TRIM49B,11,protein-coding,VALIDATED,VALIDATED,6454
642612,TRIM49C,11,protein-coding,VALIDATED,VALIDATED,42441
399939,TRIM49D1,11,protein-coding,VALIDATED,VALIDATED,8939
729384,TRIM49D2,11,protein-coding,VALIDATED,VALIDATED,9000
85363,TRIM5,11,protein-coding,REVIEWED,REVIEWED,94204
135892,TRIM50,7,protein-coding,VALIDATED,VALIDATED,15547
84767,TRIM51,11,protein-coding,VALIDATED,VALIDATED,8514
84851,TRIM52,5,protein-coding,VALIDATED,VALIDATED,11397
57159,TRIM54,2,protein-coding,REVIEWED,REVIEWED,25011
84675,TRIM55,8,protein-coding,REVIEWED,REVIEWED,62819
81844,TRIM56,7,protein-coding,VALIDATED,VALIDATED,6319
25893,TRIM58,1,protein-coding,VALIDATED,VALIDATED,22940
286827,TRIM59,3,protein-coding,VALIDATED,VALIDATED,14336
117854,TRIM6,11,protein-coding,REVIEWED,REVIEWED,16858
445372,TRIM6-TRIM34,11,protein-coding,VALIDATED,VALIDATED,47764
166655,TRIM60,4,protein-coding,REVIEWED,REVIEWED,9869
391712,TRIM61,4,protein-coding,VALIDATED,VALIDATED,23221
55223,TRIM62,1,protein-coding,VALIDATED,VALIDATED,39376
84676,TRIM63,1,protein-coding,REVIEWED,REVIEWED,16331
120146,TRIM64,11,protein-coding,VALIDATED,VALIDATED,8080
642446,TRIM64B,11,protein-coding,VALIDATED,VALIDATED,8269
201292,TRIM65,17,protein-coding,VALIDATED,VALIDATED,16630
9866,TRIM66,11,protein-coding,VALIDATED,VALIDATED,71181
440730,TRIM67,1,protein-coding,VALIDATED,VALIDATED,59178
55128,TRIM68,11,protein-coding,REVIEWED,REVIEWED,9588
140691,TRIM69,15,protein-coding,REVIEWED,REVIEWED,31468
81786,TRIM7,5,protein-coding,REVIEWED,REVIEWED,24409
131405,TRIM71,3,protein-coding,REVIEWED,REVIEWED,79809
493829,TRIM72,16,protein-coding,VALIDATED,VALIDATED,11636
375593,TRIM73,7,protein-coding,VALIDATED,VALIDATED,9985
378108,TRIM74,7,protein-coding,VALIDATED,VALIDATED,51088
390231,TRIM77,11,protein-coding,VALIDATED,VALIDATED,7574
81603,TRIM8,10,protein-coding,REVIEWED,REVIEWED,13825
114088,TRIM9,14,protein-coding,REVIEWED,REVIEWED,129913
339976,TRIML1,4,protein-coding,REVIEWED,REVIEWED,13540
205860,TRIML2,4,protein-coding,REVIEWED,REVIEWED,18119
7204,TRIO,5,protein-coding,REVIEWED,REVIEWED,366855
11078,TRIOBP,22,protein-coding,REVIEWED,REVIEWED,79569
9322,TRIP10,19,protein-coding,VALIDATED,VALIDATED,11845
9321,TRIP11,14,protein-coding,REVIEWED,REVIEWED,74144
9320,TRIP12,2,protein-coding,REVIEWED,REVIEWED,159398
9319,TRIP13,5,protein-coding,REVIEWED,REVIEWED,26495
9325,TRIP4,15,protein-coding,REVIEWED,REVIEWED,67500
7205,TRIP6,7,protein-coding,REVIEWED,REVIEWED,6127
286144,TRIQK,8,protein-coding,VALIDATED,VALIDATED,82621
79002,TRIR,19,protein-coding,VALIDATED,VALIDATED,4136
54802,TRIT1,1,protein-coding,REVIEWED,REVIEWED,42481
51531,TRMO,9,protein-coding,VALIDATED,VALIDATED,25716
55621,TRMT1,19,protein-coding,REVIEWED,REVIEWED,12668
93587,TRMT10A,4,protein-coding,REVIEWED,REVIEWED,17351
158234,TRMT10B,9,protein-coding,VALIDATED,VALIDATED,27256
54931,TRMT10C,3,protein-coding,REVIEWED,REVIEWED,4611
60487,TRMT11,6,protein-coding,VALIDATED,VALIDATED,93290
51504,TRMT112,11,protein-coding,VALIDATED,VALIDATED,1593
55039,TRMT12,8,protein-coding,VALIDATED,VALIDATED,2220
54482,TRMT13,1,protein-coding,VALIDATED,VALIDATED,17419
81627,TRMT1L,1,protein-coding,REVIEWED,REVIEWED,39014
27037,TRMT2A,22,protein-coding,REVIEWED,REVIEWED,5430
79979,TRMT2B,X,protein-coding,REVIEWED,REVIEWED,78760
152992,TRMT44,4,protein-coding,REVIEWED,REVIEWED,71758
57570,TRMT5,14,protein-coding,REVIEWED,REVIEWED,10250
51605,TRMT6,20,protein-coding,REVIEWED,REVIEWED,12727
115708,TRMT61A,14,protein-coding,VALIDATED,VALIDATED,7902
55006,TRMT61B,2,protein-coding,VALIDATED,VALIDATED,20540
57604,TRMT9B,8,protein-coding,VALIDATED,VALIDATED,84104
55687,TRMU,22,protein-coding,REVIEWED,REVIEWED,21940
54952,TRNAU1AP,1,protein-coding,VALIDATED,VALIDATED,25529
388610,TRNP1,1,protein-coding,VALIDATED,VALIDATED,7229
51095,TRNT1,3,protein-coding,REVIEWED,REVIEWED,26520
7216,TRO,X,protein-coding,REVIEWED,REVIEWED,10874
10024,TROAP,12,protein-coding,VALIDATED,VALIDATED,8546
8989,TRPA1,8,protein-coding,REVIEWED,REVIEWED,73635
7220,TRPC1,3,protein-coding,REVIEWED,REVIEWED,83465
7222,TRPC3,4,protein-coding,REVIEWED,REVIEWED,76081
7223,TRPC4,13,protein-coding,REVIEWED,REVIEWED,238363
26133,TRPC4AP,20,protein-coding,VALIDATED,VALIDATED,90432
7224,TRPC5,X,protein-coding,REVIEWED,REVIEWED,308630
100329135,TRPC5OS,X,protein-coding,VALIDATED,VALIDATED,27940
7225,TRPC6,11,protein-coding,REVIEWED,REVIEWED,132459
57113,TRPC7,5,protein-coding,VALIDATED,VALIDATED,152166
4308,TRPM1,15,protein-coding,REVIEWED,REVIEWED,160213
7226,TRPM2,21,protein-coding,REVIEWED,REVIEWED,92970
80036,TRPM3,9,protein-coding,REVIEWED,REVIEWED,917888
54795,TRPM4,19,protein-coding,REVIEWED,REVIEWED,54101
29850,TRPM5,11,protein-coding,REVIEWED,REVIEWED,19463
140803,TRPM6,9,protein-coding,REVIEWED,REVIEWED,165600
54822,TRPM7,15,protein-coding,REVIEWED,REVIEWED,129658
79054,TRPM8,2,protein-coding,VALIDATED,VALIDATED,102181
7227,TRPS1,8,protein-coding,REVIEWED,REVIEWED,261142
83707,TRPT1,11,protein-coding,VALIDATED,VALIDATED,2456
7442,TRPV1,17,protein-coding,REVIEWED,REVIEWED,43966
51393,TRPV2,17,protein-coding,REVIEWED,REVIEWED,21462
162514,TRPV3,17,protein-coding,REVIEWED,REVIEWED,47494
59341,TRPV4,12,protein-coding,REVIEWED,REVIEWED,50321
56302,TRPV5,7,protein-coding,REVIEWED,REVIEWED,25623
55503,TRPV6,7,protein-coding,REVIEWED,REVIEWED,14543
8295,TRRAP,7,protein-coding,REVIEWED,REVIEWED,134754
142940,TRUB1,10,protein-coding,VALIDATED,VALIDATED,39488
26995,TRUB2,9,protein-coding,VALIDATED,VALIDATED,13681
128229,TSACC,1,protein-coding,VALIDATED,VALIDATED,9682
10665,TSBP1,6,protein-coding,VALIDATED,VALIDATED,81390
7248,TSC1,9,protein-coding,REVIEWED,REVIEWED,53922
7249,TSC2,16,protein-coding,REVIEWED,REVIEWED,40917
8848,TSC22D1,13,protein-coding,REVIEWED,REVIEWED,144683
9819,TSC22D2,3,protein-coding,VALIDATED,VALIDATED,51785
1831,TSC22D3,X,protein-coding,REVIEWED,REVIEWED,64109
81628,TSC22D4,7,protein-coding,VALIDATED,VALIDATED,12761
116461,TSEN15,1,protein-coding,REVIEWED,REVIEWED,44196
80746,TSEN2,3,protein-coding,REVIEWED,REVIEWED,55193
79042,TSEN34,19,protein-coding,REVIEWED,REVIEWED,4567
283989,TSEN54,17,protein-coding,REVIEWED,REVIEWED,8232
10102,TSFM,12,protein-coding,REVIEWED,REVIEWED,20112
7251,TSG101,11,protein-coding,REVIEWED,REVIEWED,46646
80705,TSGA10,2,protein-coding,VALIDATED,VALIDATED,157706
254187,TSGA10IP,11,protein-coding,VALIDATED,VALIDATED,14993
114960,TSGA13,7,protein-coding,VALIDATED,VALIDATED,18787
7252,TSHB,1,protein-coding,REVIEWED,REVIEWED,6112
7253,TSHR,14,protein-coding,REVIEWED,REVIEWED,191314
10194,TSHZ1,18,protein-coding,REVIEWED,REVIEWED,79196
128553,TSHZ2,20,protein-coding,REVIEWED,REVIEWED,523022
57616,TSHZ3,19,protein-coding,REVIEWED,REVIEWED,199656
60385,TSKS,19,protein-coding,REVIEWED,REVIEWED,23576
25987,TSKU,11,protein-coding,VALIDATED,VALIDATED,15842
85480,TSLP,5,protein-coding,REVIEWED,REVIEWED,7945
7247,TSN,2,protein-coding,REVIEWED,REVIEWED,12309
203062,TSNARE1,8,protein-coding,VALIDATED,VALIDATED,191212
7257,TSNAX,1,protein-coding,REVIEWED,REVIEWED,37872
55815,TSNAXIP1,16,protein-coding,VALIDATED,VALIDATED,21496
10103,TSPAN1,1,protein-coding,REVIEWED,REVIEWED,21413
83882,TSPAN10,17,protein-coding,VALIDATED,VALIDATED,11585
441631,TSPAN11,12,protein-coding,VALIDATED,VALIDATED,90070
23554,TSPAN12,7,protein-coding,REVIEWED,REVIEWED,71018
27075,TSPAN13,7,protein-coding,REVIEWED,REVIEWED,30811
81619,TSPAN14,10,protein-coding,VALIDATED,VALIDATED,68367
23555,TSPAN15,10,protein-coding,REVIEWED,REVIEWED,98045
26526,TSPAN16,19,protein-coding,REVIEWED,REVIEWED,30858
26262,TSPAN17,5,protein-coding,VALIDATED,VALIDATED,11672
90139,TSPAN18,11,protein-coding,VALIDATED,VALIDATED,205289
144448,TSPAN19,12,protein-coding,VALIDATED,VALIDATED,21968
10100,TSPAN2,1,protein-coding,REVIEWED,REVIEWED,41491
10099,TSPAN3,15,protein-coding,REVIEWED,REVIEWED,27212
6302,TSPAN31,12,protein-coding,REVIEWED,REVIEWED,3255
10077,TSPAN32,11,protein-coding,REVIEWED,REVIEWED,18722
340348,TSPAN33,7,protein-coding,VALIDATED,VALIDATED,24979
7106,TSPAN4,11,protein-coding,REVIEWED,REVIEWED,24293
10098,TSPAN5,4,protein-coding,REVIEWED,REVIEWED,188295
7105,TSPAN6,X,protein-coding,REVIEWED,REVIEWED,9997
7102,TSPAN7,X,protein-coding,REVIEWED,REVIEWED,127441
7103,TSPAN8,12,protein-coding,REVIEWED,REVIEWED,32907
10867,TSPAN9,12,protein-coding,REVIEWED,REVIEWED,209210
54084,TSPEAR,21,protein-coding,REVIEWED,REVIEWED,213689
706,TSPO,22,protein-coding,REVIEWED,REVIEWED,11729
222642,TSPO2,6,protein-coding,VALIDATED,VALIDATED,2994
9256,TSPOAP1,17,protein-coding,VALIDATED,VALIDATED,27804
7258,TSPY1,Y,protein-coding,REVIEWED,REVIEWED,2802
