gene	mean	median	longest_isoform	merged
DCTN6	781	849	1054	1897
AC026979.1	587	587	587	587
AC026979.4	4585	4585	4585	4585
AC026979.3	643	643	643	643
HSPA8P11	1899	1899	1899	1899
AC090820.1	591	591	591	591
AC090820.2	1008	1008	1008	1008
AC109329.1	317	317	317	317
PPIAP84	487	487	487	487
TUBBP1	1480	1480	1636	1636
RBPMS-AS1	865	838	1030	1522
RBPMS	1137	839	3097	8872
AC102945.2	1422	1422	1422	1422
GTF2E2	897	768	1738	2636
AC102945.1	405	405	405	405
SMIM18	521	521	929	979
RNU5A-3P	114	114	114	114
GSR	1635	1413	3009	3577
UBXN8	914	757	1622	3275
AC009314.1	304	304	304	304
PPP2CB	820	691	1950	4519
TEX15	8033	10093	11369	11892
AC090281.1	276	276	276	276
AC008066.1	862	862	862	862
PURG	2064	2692	2888	3784
WRN	3064	2222	7553	8280
SUMO2P16	264	264	264	264
AC009563.1	470	470	644	759
KCTD9P6	951	951	951	951
AC068672.2	824	488	1650	1944
AC068672.3	594	647	824	1228
AC068672.1	324	324	324	324
AC090816.1	561	561	561	561
RNA5SP261	106	106	106	106
NRG1	2162	1833	11575	20006
AC068931.1	1684	1684	1684	1684
NRG1-IT1	537	542	758	1726
RNA5SP262	126	126	126	126
RNA5SP263	128	128	128	128
NRG1-IT3	536	536	569	826
AC083977.1	195	195	195	195
RNU6-663P	106	106	106	106
AC090204.1	985	806	1474	1793
MTND1P6	950	950	950	950
MTND2P32	1043	1043	1043	1043
RANP9	271	271	271	271
AC104027.1	300	300	300	300
RNU6-528P	105	105	105	105
AC067838.1	577	577	577	577
FUT10	1416	902	3549	5354
AC091144.2	431	431	431	431
TTI2	2063	2121	2512	4214
MAK16	1229	583	3573	4416
SNORD13	104	104	104	104
AC091144.1	136	136	136	136
AC013603.1	98	98	98	98
RPL10P18	309	309	309	309
RNF122	1873	1873	1873	1873
RN7SL621P	298	298	298	298
DUSP26	1285	1372	1754	1971
AF279873.3	981	897	1469	2715
BUD31P1	361	361	361	361
RN7SL457P	287	287	287	287
VENTXP5	776	776	776	776
AF279873.2	744	744	744	744
AF279873.1	313	313	313	313
AF279873.4	461	461	511	511
AC087855.2	847	847	1158	1444
AC090993.1	582	582	582	582
BMI1	1590	1590	1590	1590
AC087855.1	430	430	430	430
RPL10AP3	651	651	651	651
LINC01288	1055	1055	1119	1768
AC087343.1	482	482	482	482
AC099685.1	787	787	787	787
UNC5D	5160	3532	9147	10784
AC090740.1	2262	2262	2262	2262
AC105230.1	2491	2491	2491	2491
AC124290.1	2445	2079	4912	11286
AC124290.2	373	373	387	442
AC124290.3	286	286	286	286
MTCYBP19	1124	1124	1124	1124
MTND6P19	521	521	521	521
MTND5P41	206	206	206	206
AP006245.1	120	120	120	120
RNU6-533P	107	107	107	107
AP006245.2	366	366	366	366
AC090809.1	1144	1345	1521	3791
RPL23P10	411	411	411	411
RNA5SP264	107	107	107	107
KCNU1	1868	1013	3745	3966
AC124076.1	608	608	608	608
TPT1P8	555	555	555	555
AC090453.1	436	436	436	436
AC092818.1	640	640	640	640
SMARCE1P4	241	241	241	241
AC091182.1	2480	1746	4814	4845
AC091182.2	576	576	576	576
LINC01605	691	735	1096	1525
AC124067.1	169	169	169	169
AC124067.2	545	529	596	742
AC124067.3	1151	1119	1542	3651
AC124067.4	1389	1389	2381	2381
AC137579.2	549	549	549	549
AC137579.1	840	840	840	840
RNU6-607P	108	108	108	108
ZNF703	3320	3320	3320	3320
AC138356.3	985	985	1234	1234
AC138356.1	2097	2097	2097	2097
ERLIN2	1682	1466	5371	8729
AC138356.2	667	667	667	667
PLPBP	783	569	2518	3437
ADGRA2	4593	6267	6941	7081
BRF2	1193	871	2557	2714
RAB11FIP1	3942	2703	8181	9623
AC130304.1	2381	2381	2381	2381
RN7SL709P	300	300	300	300
GOT1L1	823	600	1372	1583
AC144573.1	1564	1564	1564	1564
ADRB3	2097	2097	2571	2862
RPL12P48	306	306	306	306
EIF4EBP1	761	761	827	880
AP006545.1	972	972	972	972
AP006545.3	1504	1504	1504	1504
AP006545.2	462	462	462	462
ASH2L	1553	1421	2918	5657
RNU6-988P	107	107	107	107
AC084024.1	623	623	623	623
STAR	1785	1654	3430	4432
AC084024.3	563	563	563	563
LSM1	986	908	1568	1676
RNU6-323P	107	107	107	107
BAG4	1922	1479	4203	4814
AC084024.2	852	852	852	852
AC084024.4	1039	1039	1039	1039
DDHD2	1363	697	4678	10526
PLPP5	905	745	2188	4127
NSD3	2766	1553	10769	15038
AC087362.2	256	256	256	256
AC087362.1	434	434	434	434
AC087623.2	1097	1097	1097	1097
LETM2	1367	1443	2753	6120
FGFR1	2105	826	6056	12781
AC087623.3	700	700	700	700
AC087623.1	534	534	534	534
RPS20P22	839	839	1322	1322
C8orf86	1828	1527	2633	2763
AC069120.1	1237	783	3033	4641
RNF5P1	543	543	543	543
AC016813.2	1143	1143	1480	1725
TACC1	2079	944	7764	12567
AC016813.1	112	112	112	112
AC067817.1	356	356	356	356
AC067817.2	230	230	230	230
PLEKHA2	1746	669	5529	6327
AC108863.2	649	649	649	649
HTRA4	2025	2025	2025	2025
TM2D2	1204	571	3296	4436
ADAM9	2408	2400	4106	7023
AC108863.1	69	69	69	69
ADAM32	1633	817	6874	10067
RPL3P10	1187	1187	1187	1187
AC105185.1	535	535	535	535
ADAM5	963	1157	1619	2475
ADAM3A	640	647	1104	1104
AC123767.1	693	629	1243	1660
ADAM18	1343	1118	2401	3830
ADAM2	1874	2125	2610	2902
AP005902.2	307	307	307	307
AP005902.1	186	186	186	186
IDO1	1006	919	1709	3176
AC007991.3	430	430	430	430
AC007991.2	102	102	102	102
AC007991.4	608	608	608	608
IDO2	2288	1924	4162	4342
AC007991.1	629	629	629	629
AC087518.1	187	187	187	187
AC022733.1	739	739	739	739
TCIM	1826	1826	1826	1826
AC022733.2	531	531	531	531
SIRLNT	759	829	922	1972
AC105999.1	808	767	1044	1445
AC010857.1	594	594	594	594
ZMAT4	975	590	2469	3689
AC048387.1	489	489	489	489
RNU6-356P	107	107	107	107
SFRP1	4164	4164	4460	4729
MIR548AO	96	96	96	96
RPS29P2	136	136	136	136
AC104393.1	255	255	255	255
RNU6-895P	103	103	103	103
SNORD65B	73	73	73	73
AC016868.1	526	526	526	526
GOLGA7	1241	809	2098	2473
AC009630.1	4031	4031	4031	4031
KRT18P37	1282	1282	1282	1282
GINS4	1512	1023	3877	5445
AC009630.2	722	722	879	1184
AC009630.4	1617	1617	1617	1617
GPAT4	1324	870	6304	7945
AC009630.3	728	728	728	728
NKX6-3	2031	2031	2388	2553
ANK1	3437	2574	8471	10833
MIR486-1	68	68	68	68
MIR486-2	64	64	64	64
AC113133.1	733	564	1088	1374
AC027702.1	102	102	102	102
AC027702.2	1782	1782	1782	1782
RN7SL149P	281	281	281	281
KAT6A	4622	3682	9257	24114
AC090571.1	72	72	72	72
AC103724.1	519	519	519	519
AC103724.2	476	476	476	476
AC103724.4	292	292	292	292
AC103724.3	992	992	992	992
AP3M2	1583	1023	3750	6173
PLAT	1735	1634	3569	7236
AC083973.1	925	958	1721	2276
IKBKB	2079	1848	5001	11478
POLB	758	684	1338	4108
RPL5P23	869	869	869	869
DKK4	896	896	896	896
VDAC3	747	676	1419	3181
SLC20A2	1280	945	3752	6156
AC093367.1	420	420	420	420
AC090739.1	776	776	776	776
SMIM19	1052	835	2952	4050
CHRNB3	1430	1430	2347	2596
AC103843.1	682	682	682	682
AC103843.2	676	676	676	676
CHRNA6	1191	608	2399	2595
THAP1	1260	1209	2161	2463
AC087533.1	1527	1527	1527	1527
RNF170	1813	1338	4117	6056
RN7SL806P	282	282	282	282
MIR4469	80	80	80	80
HOOK3	3316	1091	14346	15268
AC009634.1	108	108	108	108
AC110275.1	623	623	623	623
FNTA	1593	676	7317	9392
RNU1-124P	142	142	142	142
POMK	1320	1528	1869	1878
AC113191.1	403	403	403	403
HGSNAT	1492	1104	5232	8475
VN1R46P	850	850	850	850
AC022616.6	181	181	181	181
AC022616.8	201	201	201	201
AC022616.4	146	146	146	146
AC022616.3	358	358	358	358
AFG3L2P1	1761	1761	1761	1761
AC022616.2	553	553	553	553
AC022616.5	181	181	181	181
POTEA	2099	2099	2268	2268
RNU6-104P	107	107	107	107
AC022616.9	253	253	253	253
AC022616.7	119	119	119	119
AC022616.1	214	214	214	214
AC134698.1	643	643	643	643
AC134698.4	826	826	826	826
AC134698.3	218	218	218	218
SNX18P27	779	779	779	779
AC134698.5	336	336	336	336
CYP4F44P	412	412	412	412
AC134698.2	311	311	311	311
AC139365.2	253	253	253	253
AC139365.1	321	321	321	321
AC118650.1	89	89	89	89
HSPA8P13	471	471	471	471
ASNSP1	1495	1431	1766	2661
AC104576.1	88	88	88	88
ASNSP4	447	447	447	447
AC021451.1	1116	1116	1116	1116
TRIM60P15	711	711	711	711
AC021451.2	1001	1001	1001	1001
AC021451.3	125	125	125	125
LINC00293	1192	1063	2840	7191
MTND2P38	666	666	666	666
MTND2P3	483	483	483	483
RNU6-656P	107	107	107	107
AC091163.3	1141	1141	1141	1141
AC091163.1	605	605	605	605
AC091163.2	614	614	768	891
MAPK6P4	2150	2150	2150	2150
RN7SKP32	303	303	303	303
AC120036.1	1137	1137	1137	1137
AC120036.5	949	949	949	949
RNU6-819P	107	107	107	107
RPL10AP2	654	654	654	654
NDUFA5P12	344	344	344	344
AC120036.3	257	257	257	257
AC120036.4	2490	2490	2490	2490
ATP6V1G1P2	315	315	315	315
AC120036.2	292	292	292	292
IGLV8OR8-1	352	352	352	352
SPIDR	1449	970	3629	7181
AC024451.2	1106	1106	1106	1106
AC024451.4	755	755	755	755
AC024451.1	778	778	778	778
AC024451.3	463	463	463	463
RNU6-665P	107	107	107	107
CEBPD	1252	1252	1252	1252
PRKDC	3733	689	13463	15425
AC103686.1	101	101	101	101
AC021236.1	1681	1681	1681	1681
MCM4	1704	1190	4268	7105
RNU6-519P	107	107	107	107
UBE2V2	1501	977	4318	6569
AC104989.1	779	779	779	779
AC105029.1	669	669	669	669
RNU6-295P	104	104	104	104
RNA5SP531	102	102	102	102
RPL29P19	461	461	461	461
AC041040.1	2896	2896	2896	2896
AC026904.1	762	762	818	821
AC026904.2	1147	1147	1530	1579
AC022915.2	1176	751	2358	2740
LINC02599	3552	3552	3552	3552
LINC02847	559	559	559	559
AC022915.1	288	288	288	288
AC022915.3	594	594	594	594
EFCAB1	942	605	1925	4905
AC100805.1	2871	2871	2871	2871
AC013701.1	470	470	470	470
SNAI2	1873	2173	2817	3274
AC013701.2	2121	2121	2121	2121
AC044893.2	428	428	428	428
PPDPFL	1073	1030	1495	2055
AC044893.1	957	986	1232	2153
RN7SKP294	338	338	338	338
RFPL4AP7	215	215	215	215
AC090155.2	267	267	267	267
AC090155.1	407	407	407	407
PSAT1P1	1105	1105	1105	1105
AC113145.1	412	412	412	412
MT-TK	70	70	70	70
MT-TS2	59	59	59	59
MTND5P11	1812	1812	1812	1812
MTCYBP18	604	604	604	604
MT-CYB	1141	1141	1141	1141
MT-TT	66	66	66	66
MT-TP	68	68	68	68
AC023762.1	583	583	583	583
SNTG1	2273	1897	6347	10596
AC090539.1	434	434	434	434
CYCSP22	339	339	339	339
AC087272.1	533	533	533	533
AC090919.1	145	145	145	145
AC012413.1	524	524	524	524
PXDNL	2440	2092	4808	5240
BRIX1P1	908	908	908	908
BTF3P1	495	495	495	495
AC090186.1	576	576	576	576
PCMTD1	2200	1455	4268	7335
AC103769.1	283	283	283	283
AC064807.1	1999	936	4067	4794
AC064807.4	407	407	407	407
AC064807.2	672	672	672	672
AC064807.3	470	470	470	470
ST18	1580	697	6188	14350
AC021915.2	629	629	629	629
AC021915.1	825	825	825	825
AC103831.1	1651	1651	2881	3027
RPL34P17	347	347	347	347
ALKAL1	838	838	1140	1140
RB1CC1	2135	891	6637	7318
AC113139.1	239	239	239	239
NPBWR1	2683	2683	2683	2683
AC009800.1	1004	1004	1004	1004
AC009646.1	318	318	318	318
AC009646.2	695	695	829	845
OPRK1	3343	3489	5176	5503
AC131902.1	2172	2172	2172	2172
AC022034.3	1433	1391	2132	3359
AC131902.2	581	581	581	581
AC022034.1	2361	1717	5655	7516
AC022034.4	469	469	469	469
AC022034.2	478	478	478	478
MAPK6P1	2156	2156	2156	2156
AC103778.1	204	204	204	204
ATP6V1H	979	578	2371	5116
RGS20	1249	1477	2118	3206
AC113194.1	500	500	500	500
RPS27AP13	237	237	237	237
RNU6-1331P	106	106	106	106
TCEA1	1132	635	2973	4352
AC100821.1	2474	2474	2474	2474
AC100821.2	439	439	439	439
LYPLA1	1052	765	2527	4697
TDGF1P5	453	453	453	453
AC060764.2	279	279	279	279
MRPL15	1060	853	1728	1772
RNU6ATAC32P	103	103	103	103
AC060764.1	455	455	455	455
AC044836.1	274	274	274	274
RNU105C	209	209	209	209
AC027250.1	951	951	951	951
AC027250.2	2108	2108	2108	2108
RN7SL250P	258	258	258	258
SOX17	2353	2353	2353	2353
AC091076.1	634	634	634	634
TRMT112P7	367	367	367	367
RP1	2884	1547	7075	15714
SEC11B	499	499	499	499
AC090151.1	731	731	731	731
AC084834.1	5844	5844	5844	5844
XKR4	8292	3914	20096	20101
AC022679.2	360	360	360	360
AC022679.1	468	496	532	812
SBF1P1	5633	5633	5633	5633
AC090200.1	592	592	592	592
TMEM68	1782	1887	4505	8132
RNA5SP265	111	111	111	111
TGS1	2735	3160	4497	4582
LYN	3207	3194	5891	6183
AC018607.1	670	670	670	670
SNORA1B	133	133	133	133
RN7SL798P	301	301	301	301
RN7SL323P	297	297	297	297
AC046176.1	1170	1170	1170	1170
RPS20	740	661	1829	3014
SNORD54	67	67	67	67
CERNA3	557	557	557	557
NPM1P21	766	766	766	766
MOS	1041	1041	1041	1041
AC107376.1	111	111	111	111
PLAG1	2720	1899	7315	7832
CHCHD7	1043	581	3153	5891
AC107952.2	485	485	485	485
AC107952.1	413	413	413	413
SDR16C5	2078	1988	2407	3287
SDR16C6P	720	720	955	1086
PENK	746	606	1254	3394
AC012349.1	2632	1606	6826	7740
SEPTIN10P1	1162	1162	1162	1162
LINC00968	963	561	2420	3376
AC013644.1	527	527	555	861
RPL37P6	356	356	419	419
AC009597.1	1476	1572	1625	2968
AC009597.2	590	590	590	590
RNU6-13P	107	107	107	107
IMPAD1	2268	677	7233	7628
RNA5SP266	108	108	108	108
LINC01606	491	364	1473	2773
AC068075.1	1479	1550	2243	2864
RPL30P10	337	337	337	337
AC068075.2	598	598	598	598
AC090796.1	616	567	1125	1692
AC104051.1	569	569	569	569
AC104051.2	2461	2461	2461	2461
LINC01602	2228	2279	2313	4043
AC012103.1	1211	1257	1592	1697
FAM110B	1022	578	3452	4958
AC104350.1	876	876	876	876
AC027698.1	625	625	625	625
RPL26P26	434	434	434	434
AC092819.3	2163	2163	2163	2163
AC092819.1	1112	1167	1732	2866
AC092819.2	685	685	685	685
UBXN2B	1467	700	4972	5296
AC009927.1	1783	1783	1783	1783
CYP7A1	2879	2879	2879	2879
PPIAP85	482	482	482	482
SDCBP	1413	1097	3606	4784
NSMAF	1322	724	3847	6271
AC068522.1	345	345	345	345
TOX	4081	4081	4081	4081
RNU4-50P	141	141	141	141
AC105150.1	551	551	551	551
AC090152.1	1447	1104	3205	3879
AC087698.1	131	131	131	131
RNA5SP267	126	126	126	126
AC087664.3	328	328	328	328
AC087664.1	772	772	817	1071
AC087664.2	711	743	883	1755
AC107934.1	215	215	215	215
AC107934.2	310	310	310	310
AC022709.1	87	87	87	87
AC021393.1	947	858	1730	3883
SLC2A13P1	322	322	322	322
CA8	2437	1759	5721	7688
LINC01301	1692	1951	3504	9863
PDCL3P1	734	734	734	734
RAB2A	937	659	3736	5148
AC068389.3	687	687	687	687
AC068389.1	1703	1414	3556	5990
AC068389.2	529	529	529	529
CHD7	2530	702	11589	17024
AC113143.1	301	301	301	301
AC113143.3	1437	1437	1520	2622
AC113143.2	387	387	387	387
AC022182.1	689	582	927	1366
AC022182.3	2161	2161	2161	2161
AC022182.2	860	860	860	860
CLVS1	1941	2545	3617	6980
NPM1P6	856	856	856	856
AC023866.2	388	388	388	388
AC023866.1	426	426	578	679
ASPH	1602	844	6358	20091
KRT8P3	1449	1449	1449	1449
RN7SKP97	333	333	333	333
MIR4470	72	72	72	72
AC091173.1	2735	2735	2735	2735
LINC02842	520	470	1176	3159
AC025524.1	606	606	606	606
LINC02155	406	406	406	406
C1GALT1P3	819	819	819	819
AC025674.2	2980	2980	2980	2980
LINC00588	4105	4105	4105	4105
RNU6-596P	98	98	98	98
NARS1P2	514	514	679	983
AC104852.1	1450	1450	1450	1450
AC023095.1	2665	2665	2665	2665
NKAIN3	1212	1213	2009	2956
AC018861.2	513	513	513	513
AC018861.1	1614	1614	1614	1614
AC090577.1	3341	3341	3341	3341
XRCC6P4	2067	2067	2067	2067
SRPK2P	1096	1096	1096	1096
NKAIN3-IT1	5472	5472	7046	7046
AC120042.1	554	554	554	554
GGH	716	635	1248	2761
AC120042.2	666	666	666	666
TTPA	1456	1456	2630	2681
AC011978.1	1406	1406	1406	1406
YTHDF3-AS1	720	720	720	720
YTHDF3	2302	2329	5192	6161
AC011978.2	2052	2052	2052	2052
RN7SL135P	278	278	278	278
AC011124.1	959	541	1797	3210
IFITM8P	394	394	394	394
AC011124.2	1229	749	3223	5552
AC018953.1	730	730	730	730
RN7SKP135	248	248	248	248
AC018953.2	1976	1976	1976	1976
LINC01414	962	774	2243	4058
AC069133.1	1689	1689	2815	3231
LINC01289	2584	2339	3706	4451
COX6CP8	226	226	226	226
MIR124-2HG	1649	1780	3002	3900
MIR124-2	109	109	109	109
AC012535.1	802	802	802	802
AC090136.1	240	240	240	240
AC090136.2	420	420	420	420
AC090136.3	2534	2495	2944	3581
BHLHE22	3267	3267	3267	3267
CYP7B1	2921	723	7454	7534
AC104232.2	769	769	769	769
AC104232.3	2724	2724	2724	2724
AC104232.1	637	637	875	877
AC087808.1	361	361	361	361
RPL31P41	372	372	372	372
LINC00251	1233	1233	1412	2038
PPIAP86	520	520	520	520
LINC01299	2900	2900	2900	2900
AC100814.2	621	621	621	621
AC100814.1	90	90	90	90
ARMC1	1496	968	2999	3418
MTFR1	1045	576	2647	4631
AC055822.1	444	444	444	444
PDE7A	1588	1081	3672	7571
AC100812.1	580	580	580	580
DNAJC5B	1399	1340	2474	3657
AC084082.1	940	991	1271	2817
TRIM55	1863	1960	2684	3084
CRH	1289	1289	1289	1289
LINC00967	703	530	1498	1999
AC009879.4	985	985	985	985
RRS1-AS1	4370	4370	4370	4370
RRS1	1717	1717	1717	1717
AC009879.2	557	557	557	557
AC009879.3	1392	570	4914	5012
ADHFE1	1231	990	2225	3375
AC009879.1	834	834	834	834
VXN	1449	723	3312	4761
RNU6-1324P	107	107	107	107
MYBL1	1843	1714	5191	7256
VCPIP1	9964	9964	9964	9964
AC090154.1	108	108	108	108
SGK3	1545	645	4201	8324
PTTG3P	606	606	606	606
MCMDC2	2394	2245	5071	6350
SNHG6	525	560	648	1247
SNORD87	89	89	89	89
TCF24	1580	1580	2451	2590
PPP1R42	577	470	1282	2247
AC110998.1	2050	2050	2050	2050
COPS5	1490	764	5678	7763
CSPP1	2336	3036	4365	5632
RNA5SP268	124	124	124	124
AC087359.1	1741	1741	1741	1741
ARFGEF1	3092	2734	7322	11035
AC021321.2	1183	1183	1183	1183
AC021321.1	1115	1115	1115	1115
CPA6	1449	1516	2011	2890
NACAP10	663	663	663	663
AC022874.1	551	551	551	551
NDUFS5P6	295	295	295	295
PREX2	3998	3615	10796	12329
AC011853.2	774	774	774	774
AC011853.1	457	457	457	457
AC103783.1	85	85	85	85
RPL31P40	399	399	399	399
C8orf34-AS1	2202	2267	3038	4648
C8orf34	2056	2117	3655	10275
RPS15AP25	393	393	393	393
RNA5SP269	137	137	137	137
AC083967.1	676	676	837	900
LINC01592	1198	1095	2367	4789
RNU7-102P	62	62	62	62
AF201337.1	747	747	747	747
AC021785.1	457	457	457	457
LINC01603	968	797	1455	1641
AC022790.1	204	204	204	204
SULF1	1724	593	5704	9366
SLCO5A1	2896	2441	9004	9925
RN7SKP29	272	272	272	272
AC091047.1	552	552	552	552
AC079089.3	673	673	673	673
AC079089.1	730	671	1149	1864
AC079089.4	290	290	290	290
AC079089.2	1276	1276	1276	1276
RN7SL675P	297	297	297	297
RNA5SP270	118	118	118	118
AC090574.1	233	233	233	233
SDCBPP2	885	885	885	885
SUMO2P20	283	283	283	283
PRDM14	1336	1336	2251	2350
RNU1-101P	127	127	127	127
H2AZP2	382	382	382	382
NCOA2	3189	2781	8424	9215
BTF3P12	469	469	469	469
RNY3P14	102	102	102	102
AC022730.2	454	454	454	454
AC022730.3	739	739	739	739
AC022730.4	2372	2372	2372	2372
RN7SL203P	296	296	296	296
AC022730.1	568	568	568	568
AC120194.1	972	972	972	972
TRAM1	1683	876	3394	4144
LACTB2-AS1	1380	794	3719	5454
LACTB2	841	786	1526	1928
RN7SL19P	306	306	306	306
XKR9	1663	1800	3194	3925
AC015687.1	2595	2595	2595	2595
AC020987.1	95	95	95	95
AC022858.1	813	682	1366	2310
EYA1	2799	3433	4281	8407
TRAPPC2P2	404	404	404	404
AC009446.1	637	637	807	900
AC104012.2	717	717	717	717
AC104012.1	132	132	132	132
MSC-AS1	2065	1196	5637	11471
MSC	945	455	2020	2110
RPS20P20	340	340	340	340
TRPA1	1692	651	5191	6345
AC078906.1	798	798	798	798
AC022905.1	3049	3049	3049	3049
RNA5SP271	88	88	88	88
AC124293.1	493	493	493	493
AC011131.1	252	252	252	252
KCNB2	3747	3747	3747	3747
HAUS1P3	662	662	662	662
AC013562.2	603	603	603	603
AC013562.1	1718	1718	1718	1718
AC090735.1	394	394	394	394
AC022893.2	3297	3297	3297	3297
TERF1	1971	1946	3596	8822
RNU6-285P	100	100	100	100
AC022893.3	438	438	438	438
AC022893.1	3543	3543	3543	3543
SBSPON	2841	2841	3708	4286
AC100823.1	480	480	480	480
AC100823.2	700	700	700	700
C8orf89	554	507	661	661
PRXL2AP2	683	683	683	683
RPL7	881	720	1527	2702
RDH10	1474	978	3966	5353
RDH10-AS1	1387	470	3262	3802
AC111149.1	873	759	1263	1735
AC111149.2	1000	843	2010	2448
STAU2-AS1	1303	1303	2064	2267
STAU2	1485	837	4064	8803
AC018620.1	379	379	379	379
AC100784.1	310	310	310	310
VENTXP6	314	314	314	314
AC027018.1	389	389	395	706
AC022826.2	776	776	776	776
UBE2W	3977	2312	8416	9048
AC022826.1	807	807	807	807
RN7SL760P	270	270	270	270
AC022868.2	1651	1651	1651	1651
GYG1P1	698	698	698	698
ELOC	1344	1160	2780	4930
TMEM70	841	617	2033	2983
RPS20P21	344	344	344	344
AC022868.1	391	391	391	391
LY96	494	494	559	559
RNU6-1300P	108	108	108	108
AC087672.2	738	738	738	738
RPS3AP32	765	765	765	765
RNU6-1197P	107	107	107	107
AC087627.1	1071	1104	1118	1565
AC087672.1	429	429	429	429
JPH1	2266	1651	4589	4589
GDAP1	1109	770	3645	4031
AC103952.2	586	586	586	586
AC103952.1	107	107	107	107
MIR5681A	76	76	76	76
MIR5681B	62	62	62	62
MIR2052HG	1607	774	4056	6806
AC115837.1	999	999	999	999
AC115837.2	672	672	672	672
MIR2052	55	55	55	55
AC011632.1	1344	767	2813	3608
AC026616.1	525	525	525	525
PI15	3677	2884	6738	7162
AC011632.2	734	734	734	734
CRISPLD1	2136	1965	4299	4555
AC100782.1	590	590	590	590
AC022274.1	212	212	212	212
CASC9	1083	1074	1703	2138
HIGD1AP6	279	279	279	279
PKMP4	307	307	307	307
HNF4G	2179	1728	4198	4795
AC011029.1	1175	1175	1175	1175
RNU2-54P	190	190	190	190
AC067773.1	1094	1094	1094	1094
LINC01109	3080	3080	3080	3080
LINC01111	1656	1656	1656	1656
ZFHX4-AS1	2066	1765	4974	10474
AC013509.1	339	339	339	339
MRPL9P1	614	614	614	614
ZFHX4	3161	811	13987	15861
AC011716.1	175	175	175	175
AC023200.1	654	654	654	654
MIR3149	83	83	83	83
PEX2	1738	1467	4172	4879
HIGD1AP18	278	278	278	278
AC062004.1	728	686	1254	1742
AC084706.1	533	533	558	690
PKIA-AS1	1715	2011	2766	7206
RNU6-1220P	108	108	108	108
PKIA	2093	1730	3961	4014
AC068700.1	3741	3741	3741	3741
AC068700.2	4623	4623	4623	4623
ZC2HC1A	1283	975	3312	4141
IL7	1119	721	2021	3393
AC100854.1	341	341	341	341
THAP12P7	2286	2286	2286	2286
AC083837.1	2920	2920	2920	2920
LINC02605	5190	5190	5190	5190
AC138646.1	1077	991	1744	2000
AC100870.1	505	505	505	505
RPL3P9	1182	1182	1182	1182
STMN2	1200	796	2221	2360
AC016240.1	1064	1064	1064	1064
HEY1	1248	1083	2297	3056
LINC01607	1574	620	3528	4145
AC036214.1	1190	937	2139	3133
RNU7-85P	63	63	63	63
AC036214.4	1958	1875	2339	2640
MRPS28	551	487	835	1814
AC036214.3	1527	1527	1527	1527
AC036214.2	913	913	913	913
AC009686.2	577	577	577	577
TPD52	1389	748	4343	7366
AC009686.1	367	367	367	367
RN7SL41P	299	299	299	299
MIR5708	85	85	85	85
AC104212.3	609	609	609	609
AC034114.2	955	889	1429	4252
AC104212.2	613	613	613	613
AC104212.1	131	131	131	131
AC034114.1	285	285	285	285
RNU6-1213P	94	94	94	94
AC009812.1	1668	1668	1668	1668
AC009812.5	95	95	95	95
ZBTB10	6994	9882	10136	10220
AC009812.3	3812	3812	3812	3812
AC009812.4	1805	1805	1805	1805
RPSAP47	904	904	904	904
RNU7-174P	59	59	59	59
AC009812.2	457	457	457	457
RNU2-71P	190	190	190	190
SLC25A51P3	889	889	889	889
RN7SL107P	283	283	283	283
ZNF704	2816	566	14390	15012
CKS1BP2	240	240	240	240
CKS1BP3	237	237	237	237
CKS1BP7	235	235	235	235
RNU11-6P	134	134	134	134
RN7SL308P	299	299	299	299
HMGB1P41	451	451	451	451
AC012533.1	2742	2742	2742	2742
PAG1	3069	621	10721	11002
AC022778.1	545	545	545	545
AC079209.2	431	431	431	431
AC079209.1	1067	1121	1456	2707
AC009902.1	183	183	183	183
UBE2HP1	360	360	360	360
AC009902.3	2171	2171	2171	2171
AC009902.2	595	595	620	701
FABP5	749	716	987	1904
AC018616.1	546	546	546	546
PMP2	2397	2397	3530	3530
FABP9	585	585	585	585
FABP4	702	692	916	1370
AC023644.1	708	708	859	928
FTH1P11	551	551	551	551
FABP12	527	527	551	613
IMPA1P1	587	587	842	977
NIPA2P4	1335	1335	1335	1335
RPS26P34	349	349	349	349
SLC10A5P1	1309	1309	1309	1309
IMPA1	950	731	3349	4385
SLC10A5	1431	1431	1431	1431
AC132219.2	2369	2369	2369	2369
ZFAND1	929	772	2720	4106
CHMP4C	1850	1850	1850	1850
AC132219.1	477	477	477	477
SNX16	1489	847	3459	4820
HNRNPA1P36	955	955	955	955
LINC02235	967	751	2590	4146
AC060765.2	1408	1535	1947	4909
LINC02839	559	459	823	1164
HNRNPA1P4	756	756	756	756
AC060765.1	737	743	1207	1693
AC105031.2	812	812	812	812
AC105031.1	478	478	478	478
AC090095.1	895	895	895	895
AC090132.1	1543	1543	1543	1543
AC090132.2	347	347	347	347
LINC01419	1520	1520	1520	1520
AC015522.1	1776	1776	2913	3097
AC012400.1	381	381	381	381
RALYL	1639	1685	2992	4552
RNU6-1040P	107	107	107	107
AC092709.1	1045	1045	1045	1045
AC009901.1	540	540	540	540
AC009901.2	240	240	240	240
ACTBP6	1090	1090	1090	1090
JCHAINP1	475	475	475	475
AC091175.1	572	572	572	572
LRRCC1	2755	2592	4493	5001
AC011773.4	879	879	1271	1548
E2F5	1683	1322	5051	6008
AC011773.1	468	468	468	468
RBIS	618	586	887	2548
CA13	2047	1400	3877	4826
