Peak.Chpreffed	Peak.Humreffed	ATAC11_SKM_Hyb1_Human_chpreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_chpreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_154433_promoter_ARID3A	peak_CM_HP_MN_PP_SKM_154433_promoter_ARID3A	36	27	36	27	0.31350305329645284
peak_CM_HP_MN_PP_SKM_72181_promoter_LPCAT3	peak_CM_HP_MN_PP_SKM_72181_promoter_LPCAT3	45	35	45	35	0.31430657986393706
peak_CM_HP_MN_PP_SKM_276105_promoter_CTNNA1	peak_CM_HP_MN_PP_SKM_276105_promoter_CTNNA1	35	45	35	45	0.31430657986393706
peak_CM_HP_MN_PP_SKM_78462_promoter_MYL6B	peak_CM_HP_MN_PP_SKM_78462_promoter_MYL6B	36	27	36	27	0.31350305329645284
peak_CM_HP_MN_PP_SKM_74518_promoter_SSPN	peak_CM_HP_MN_PP_SKM_74518_promoter_SSPN	35	45	35	45	0.31430657986393706
peak_CM_HP_MN_PP_SKM_97481_promoter_DNAJC3	peak_CM_HP_MN_PP_SKM_97481_promoter_DNAJC3	89	103	89	103	0.34817116713181945
peak_CM_HP_MN_PP_SKM_61011_promoter_PITPNM1	peak_CM_HP_MN_PP_SKM_61011_promoter_PITPNM1	55	44	55	44	0.3148798910376229
peak_CM_HP_MN_PP_SKM_3602_promoter_ARHGEF19	peak_CM_HP_MN_PP_SKM_3602_promoter_ARHGEF19	54	65	54	65	0.35935826390511194
peak_CM_HP_MN_PP_SKM_110897_promoter_CRIP2	peak_CM_HP_MN_PP_SKM_110897_promoter_CRIP2	91	76	91	76	0.27861206921356013
peak_CM_HP_MN_PP_SKM_42896_enhancer_ZMIZ1_95391.0_PPIF_374073.5	peak_CM_HP_MN_PP_SKM_42896_enhancer_ZMIZ1_95278.5_PPIF_373819.5	40	28	40	28	0.1818100545355934
peak_CM_HP_MN_PP_SKM_82146_promoter_C12orf29	peak_CM_HP_MN_PP_SKM_82146_promoter_C12orf29	44	29	44	29	0.10064367752023572
peak_CM_HP_MN_PP_SKM_222399_promoter_NR1D2	peak_CM_HP_MN_PP_SKM_222399_promoter_NR1D2	78	63	78	63	0.23828700628615238
peak_CM_HP_MN_PP_169098_enhancer_ODC1_13240.5_HPCAL1_134310.5	peak_CM_HP_MN_PP_169098_enhancer_ODC1_13244.5_HPCAL1_132173.0	32	20	32	20	0.12634707581392135
peak_CM_HP_MN_PP_SKM_293970_promoter_SNX3	peak_CM_HP_MN_PP_SKM_293970_promoter_SNX3	42	53	42	53	0.30488519070227554
peak_CM_HP_MN_PP_SKM_239583_promoter_PHC3	peak_CM_HP_MN_PP_SKM_239583_promoter_PHC3	29	20	29	20	0.2528697301676033
peak_CM_HP_MN_PP_SKM_32958_promoter_SCCPDH	peak_CM_HP_MN_PP_SKM_32958_promoter_SCCPDH	52	39	52	39	0.2081744223811758
peak_CM_HP_MN_PP_SKM_70519_promoter_THYN1_ACAD8	peak_CM_HP_MN_PP_SKM_70519_promoter_THYN1_ACAD8	32	20	32	20	0.12634707581392135
peak_CM_HP_MN_PP_SKM_174218_enhancer_MCFD2_44380.5_TTC7A_44730.5	peak_CM_HP_MN_PP_SKM_174218_enhancer_MCFD2_45177.0_TTC7A_45527.0	29	40	29	40	0.22840022535329702
peak_CM_HP_MN_PP_SKM_238530_promoter_MLF1	peak_CM_HP_MN_PP_SKM_238530_promoter_MLF1	32	21	32	21	0.16897782228771874
peak_MN_SKM_18414_enhancer_PTGFRN_54309.0_CD2_102382.0	peak_MN_SKM_18414_enhancer_PTGFRN_54334.5_CD2_101215.0	43	29	43	29	0.12491820036864004
peak_CM_PP_339656_promoter_LY6D	peak_CM_PP_339656_promoter_LY6D	24	33	24	33	0.2892437471090205
peak_HP_MN_PP_SKM_89776_promoter_ZMYM2	peak_HP_MN_PP_SKM_89776_promoter_ZMYM2	50	66	50	66	0.16342317247754803
peak_PP_SKM_91858_enhancer_RFC3_205190.5_STARD13_324346.5	peak_PP_SKM_91858_enhancer_RFC3_206961.0_STARD13_325439.5	33	22	33	22	0.1770013647703581
peak_CM_HP_MN_PP_SKM_321050_promoter_ZNF862	peak_CM_HP_MN_PP_SKM_321050_promoter_ZNF862	64	48	64	48	0.15606630199376736
peak_CM_HP_MN_PP_SKM_18418_enhancer_PTGFRN_31153.0_CD101_122960.5	peak_CM_HP_MN_PP_SKM_18418_enhancer_PTGFRN_31156.5_CD101_122907.0	34	21	34	21	0.10478948242660333
peak_CM_HP_MN_PP_SKM_32780_promoter_HNRNPU	peak_CM_HP_MN_PP_SKM_32780_promoter_HNRNPU	96	74	96	74	0.10698657283154892
peak_CM_HP_MN_PP_SKM_129862_promoter_GCSH	peak_CM_HP_MN_PP_SKM_129862_promoter_GCSH	124	103	124	103	0.18423875257376587
peak_CM_HP_MN_PP_SKM_83665_promoter_DEPDC4_SCYL2	peak_CM_HP_MN_PP_SKM_83665_promoter_DEPDC4_SCYL2	93	74	93	74	0.1634586699591326
peak_CM_HP_MN_PP_SKM_266563_promoter_AMACR	peak_CM_HP_MN_PP_SKM_266563_promoter_AMACR	45	56	45	56	0.3197273207002652
peak_CM_HP_MN_PP_SKM_176090_promoter_SLC1A4	peak_CM_HP_MN_PP_SKM_176090_promoter_SLC1A4	36	46	36	46	0.3202933636380142
peak_CM_HP_MN_PP_SKM_266878_promoter_NADK2	peak_CM_HP_MN_PP_SKM_266878_promoter_NADK2	67	55	67	55	0.31930829747524514
peak_CM_HP_MN_PP_SKM_184079_promoter_GPR39	peak_CM_HP_MN_PP_SKM_184079_promoter_GPR39	29	21	29	21	0.3222363203575469
peak_CM_HP_MN_PP_SKM_278868_promoter_ADAM19	peak_CM_HP_MN_PP_SKM_278868_promoter_ADAM19	36	46	36	46	0.3202933636380142
peak_CM_HP_MN_PP_SKM_275724_promoter_SMAD5	peak_CM_HP_MN_PP_SKM_275724_promoter_SMAD5	36	46	36	46	0.3202933636380142
peak_CM_HP_MN_PP_SKM_2886_promoter_VPS13D	peak_CM_HP_MN_PP_SKM_2886_promoter_VPS13D	21	29	21	29	0.3222363203575469
peak_CM_HP_MN_PP_SKM_46153_promoter_PDZD7_SFXN3	peak_CM_HP_MN_PP_SKM_46153_promoter_PDZD7_SFXN3	67	79	67	79	0.36267876308767744
peak_CM_HP_MN_PP_SKM_115262_promoter_CLPX	peak_CM_HP_MN_PP_SKM_115262_promoter_CLPX	28	37	28	37	0.3210841356849955
peak_CM_HP_MN_PP_SKM_137833_promoter_CDC6	peak_CM_HP_MN_PP_SKM_137833_promoter_CDC6	37	28	37	28	0.3210841356849955
peak_CM_HP_MN_PP_SKM_59169_promoter_CYB561A3_TMEM138	peak_CM_HP_MN_PP_SKM_59169_promoter_CYB561A3_TMEM138	67	79	67	79	0.36267876308767744
peak_CM_HP_MN_PP_SKM_6986_promoter_PUM1	peak_CM_HP_MN_PP_SKM_6986_promoter_PUM1	36	46	36	46	0.3202933636380142
peak_CM_HP_MN_PP_SKM_8327_promoter_MEAF6	peak_CM_HP_MN_PP_SKM_8327_promoter_MEAF6	21	29	21	29	0.3222363203575469
peak_CM_HP_MN_PP_SKM_295725_promoter_RNF217	peak_CM_HP_MN_PP_SKM_295725_promoter_RNF217	28	37	28	37	0.3210841356849955
peak_CM_HP_MN_PP_SKM_232075_promoter_PHLDB2	peak_CM_HP_MN_PP_SKM_232075_promoter_PHLDB2	46	36	46	36	0.3202933636380142
peak_CM_SKM_115613_enhancer_SMAD3_15292.5_AAGAB_177710.5	peak_CM_SKM_115613_enhancer_SMAD3_15282.5_AAGAB_173653.5	36	46	36	46	0.3202933636380142
peak_CM_HP_MN_PP_SKM_352598_promoter_RALGPS1	peak_CM_HP_MN_PP_SKM_352598_promoter_RALGPS1	56	45	56	45	0.3197273207002652
peak_CM_HP_MN_PP_SKM_322309_promoter_NOM1	peak_CM_HP_MN_PP_SKM_322309_promoter_NOM1	28	37	28	37	0.3210841356849955
peak_CM_HP_MN_PP_SKM_340746_promoter_PPAPDC2	peak_CM_HP_MN_PP_SKM_340746_promoter_PPAPDC2	21	29	21	29	0.3222363203575469
peak_CM_HP_MN_PP_SKM_336352_promoter_NOV	peak_CM_HP_MN_PP_SKM_336352_promoter_NOV	28	37	28	37	0.3210841356849955
peak_CM_HP_MN_PP_SKM_350757_promoter_AKNA	peak_CM_HP_MN_PP_SKM_350757_promoter_AKNA	36	46	36	46	0.3202933636380142
peak_CM_HP_MN_PP_SKM_60119_promoter_PYGM	peak_CM_HP_MN_PP_SKM_60119_promoter_PYGM	21	29	21	29	0.3222363203575469
peak_CM_HP_MN_SKM_178534_enhancer_SH2D6_12304.5_CAPG_17013.5	peak_CM_HP_MN_SKM_178534_enhancer_SH2D6_12301.0_CAPG_17028.0	29	21	29	21	0.3222363203575469
peak_CM_HP_MN_PP_SKM_241038_promoter_CAMK2N2	peak_CM_HP_MN_PP_SKM_241038_promoter_CAMK2N2	29	21	29	21	0.3222363203575469
peak_CM_HP_MN_PP_SKM_163466_enhancer_RABAC1_18799.5_ATP1A3_53078.0	peak_CM_HP_MN_PP_SKM_163466_enhancer_RABAC1_18743.5_ATP1A3_53628.5	29	21	29	21	0.3222363203575469
peak_CM_HP_MN_PP_SKM_320356_promoter_ZYX	peak_CM_HP_MN_PP_SKM_320356_promoter_ZYX	56	45	56	45	0.3197273207002652
peak_CM_HP_MN_PP_SKM_133077_promoter_ENO3_PFN1	peak_CM_HP_MN_PP_SKM_133077_promoter_ENO3_PFN1	79	92	79	92	0.3588342158008439
peak_CM_HP_MN_PP_SKM_318223_promoter_ATP6V1F	peak_CM_HP_MN_PP_SKM_318223_promoter_ATP6V1F	41	52	41	52	0.29973169689703033
peak_CM_HP_MN_PP_SKM_216290_promoter_SFI1	peak_CM_HP_MN_PP_SKM_216290_promoter_SFI1	42	31	42	31	0.241644723140752
peak_CM_HP_MN_PP_SKM_40878_promoter_RUFY2	peak_CM_HP_MN_PP_SKM_40878_promoter_RUFY2	42	53	42	53	0.30488519070227554
peak_CM_HP_MN_PP_SKM_331889_promoter_ZC2HC1A	peak_CM_HP_MN_PP_SKM_331889_promoter_ZC2HC1A	56	41	56	41	0.154815785034429
peak_CM_HP_MN_PP_SKM_3710_enhancer_CROCC_7746.0_MFAP2_68957.5	peak_CM_HP_MN_PP_SKM_3710_enhancer_CROCC_7735.5_MFAP2_66934.5	46	57	46	57	0.3244787802880654
peak_CM_HP_MN_PP_SKM_49551_promoter_OAT	peak_CM_HP_MN_PP_SKM_49551_promoter_OAT	46	57	46	57	0.3244787802880654
peak_CM_HP_MN_PP_SKM_244200_promoter_MSX1	peak_CM_HP_MN_PP_SKM_244200_promoter_MSX1	25	34	25	34	0.2975952082844287
peak_CM_HP_MN_PP_SKM_176959_promoter_VAX2	peak_CM_HP_MN_PP_SKM_176959_promoter_VAX2	60	41	60	41	0.07275700687752398
peak_CM_HP_MN_PP_SKM_339777_promoter_RHPN1	peak_CM_HP_MN_PP_SKM_339777_promoter_RHPN1	65	53	65	53	0.3112309933213219
peak_CM_HP_MN_PP_SKM_162709_promoter_FBXO27	peak_CM_HP_MN_PP_SKM_162709_promoter_FBXO27	24	33	24	33	0.2892437471090205
peak_CM_HP_MN_PP_SKM_179122_promoter_ZNF2_ZNF514	peak_CM_HP_MN_PP_SKM_179122_promoter_ZNF2_ZNF514	58	41	58	41	0.10735158653318887
peak_CM_HP_MN_PP_SKM_354060_promoter_POMT1	peak_CM_HP_MN_PP_SKM_354060_promoter_POMT1	51	38	51	38	0.20311681873649565
peak_CM_HP_MN_PP_SKM_315878_promoter_BCAP29	peak_CM_HP_MN_PP_SKM_315878_promoter_BCAP29	40	28	40	28	0.1818100545355934
peak_CM_HP_MN_PP_SKM_166868_promoter_COX6B2	peak_CM_HP_MN_PP_SKM_166868_promoter_COX6B2	32	22	32	22	0.22032849417661093
peak_CM_HP_MN_PP_214592_promoter_GP1BB	peak_CM_HP_MN_PP_214592_promoter_GP1BB	35	26	35	26	0.30567741986311836
peak_CM_HP_MN_PP_SKM_233883_promoter_OSBPL11	peak_CM_HP_MN_PP_SKM_233883_promoter_OSBPL11	45	31	45	31	0.13538510529943087
peak_CM_HP_MN_PP_SKM_271466_promoter_RIOK2	peak_CM_HP_MN_PP_SKM_271466_promoter_RIOK2	56	42	56	42	0.18884671980890225
peak_CM_HP_MN_PP_SKM_141696_promoter_MAP3K3	peak_CM_HP_MN_PP_SKM_141696_promoter_MAP3K3	68	55	68	55	0.2791985549760793
peak_CM_HP_MN_PP_SKM_115679_promoter_C15orf61	peak_CM_HP_MN_PP_SKM_115679_promoter_C15orf61	36	24	36	24	0.1550019040032606
peak_CM_HP_MN_SKM_108201_enhancer_CALM1_149480.5_NRDE2_214749.5	peak_CM_HP_MN_SKM_108201_enhancer_CALM1_149315.5_NRDE2_214368.5	35	25	35	25	0.2450608330229457
peak_CM_HP_MN_PP_SKM_217865_promoter_CCDC134	peak_CM_HP_MN_PP_SKM_217865_promoter_CCDC134	37	28	37	28	0.3210841356849955
peak_CM_HP_MN_PP_SKM_10902_promoter_KTI12	peak_CM_HP_MN_PP_SKM_10902_promoter_KTI12	32	42	32	42	0.29541328065567
peak_CM_HP_MN_PP_SKM_170283_promoter_TTC32	peak_CM_HP_MN_PP_SKM_170283_promoter_TTC32	46	34	46	34	0.21851803947870374
peak_CM_HP_MN_PP_SKM_33190_enhancer_ZNF692_14468.5_PGBD2_32689.5	peak_CM_HP_MN_PP_SKM_33190_enhancer_ZNF692_14546.0_PGBD2_32617.5	67	48	67	48	0.0928159209821895
peak_CM_HP_MN_PP_SKM_165769_promoter_IRF3_BCL2L12	peak_CM_HP_MN_PP_SKM_165769_promoter_IRF3_BCL2L12	81	67	81	67	0.285216687181283
peak_CM_HP_MN_PP_SKM_36367_promoter_ENKUR_THNSL1	peak_CM_HP_MN_PP_SKM_36367_promoter_ENKUR_THNSL1	37	47	37	47	0.3261341711919829
peak_CM_HP_MN_PP_SKM_243074_promoter_ZNF721	peak_CM_HP_MN_PP_SKM_243074_promoter_ZNF721	37	47	37	47	0.3261341711919829
peak_CM_HP_MN_PP_SKM_314437_promoter_GPC2_STAG3	peak_CM_HP_MN_PP_SKM_314437_promoter_GPC2_STAG3	47	37	47	37	0.3261341711919829
peak_SKM_182269_enhancer_TMEM177_16933.0_PTPN4_64451.0	peak_SKM_182269_enhancer_TMEM177_16442.0_PTPN4_64301.5	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_274236_promoter_ALDH7A1	peak_CM_HP_MN_PP_SKM_274236_promoter_ALDH7A1	38	48	38	48	0.3318343545999156
peak_CM_HP_MN_PP_SKM_303454_promoter_NDUFA4	peak_CM_HP_MN_PP_SKM_303454_promoter_NDUFA4	30	22	30	22	0.3317497633694906
peak_CM_HP_MN_PP_SKM_274537_promoter_ISOC1	peak_CM_HP_MN_PP_SKM_274537_promoter_ISOC1	82	68	82	68	0.28845574899076515
peak_CM_HP_MN_PP_SKM_310074_promoter_ZNF92	peak_CM_HP_MN_PP_SKM_310074_promoter_ZNF92	30	22	30	22	0.3317497633694906
peak_CM_HP_MN_PP_SKM_74288_enhancer_BCAT1_385851.5_C12orf77_434156.5	peak_CM_HP_MN_PP_SKM_74288_enhancer_BCAT1_386231.5_C12orf77_434641.5	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_288946_promoter_ELOVL5	peak_CM_HP_MN_PP_SKM_288946_promoter_ELOVL5	38	48	38	48	0.3318343545999156
peak_CM_HP_MN_PP_SKM_191157_promoter_SATB2	peak_CM_HP_MN_PP_SKM_191157_promoter_SATB2	38	29	38	29	0.3284320626971897
peak_CM_HP_MN_PP_SKM_147007_promoter_RAB12	peak_CM_HP_MN_PP_SKM_147007_promoter_RAB12	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_35000_promoter_PRPF18	peak_CM_HP_MN_PP_SKM_35000_promoter_PRPF18	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_138615_promoter_MPP3	peak_CM_HP_MN_PP_SKM_138615_promoter_MPP3	22	30	22	30	0.3317497633694906
peak_CM_MN_SKM_325387_enhancer_STC1_124082.5_NKX2-6_272305.0	peak_CM_MN_SKM_325387_enhancer_STC1_124992.0_NKX2-6_273173.5	29	38	29	38	0.3284320626971897
peak_CM_HP_MN_PP_SKM_287347_promoter_FRS3_PRICKLE4	peak_CM_HP_MN_PP_SKM_287347_promoter_PRICKLE4_FRS3	38	29	38	29	0.3284320626971897
peak_CM_HP_MN_PP_SKM_176057_enhancer_SLC1A4_128929.0_CEP68_197052.5	peak_CM_HP_MN_PP_SKM_176057_enhancer_SLC1A4_129010.0_CEP68_196487.0	29	38	29	38	0.3284320626971897
peak_CM_HP_MN_PP_SKM_262516_promoter_SNX25	peak_CM_HP_MN_PP_SKM_262516_promoter_SNX25	38	29	38	29	0.3284320626971897
peak_CM_HP_MN_PP_SKM_120954_promoter_LUC7L	peak_CM_HP_MN_PP_SKM_120954_promoter_LUC7L	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_234008_promoter_KLF15	peak_CM_HP_MN_PP_SKM_234008_promoter_KLF15	29	38	29	38	0.3284320626971897
peak_CM_HP_MN_PP_SKM_53970_promoter_CALCB	peak_CM_HP_MN_PP_SKM_53970_promoter_CALCB	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_321527_promoter_PRKAG2	peak_CM_HP_MN_PP_SKM_321527_promoter_PRKAG2	58	69	58	69	0.3749570506813299
peak_CM_HP_MN_PP_SKM_19426_enhancer_ADAMTSL4_12504.0_MCL1_17653.5	peak_CM_HP_MN_PP_SKM_19426_enhancer_ADAMTSL4_12489.0_MCL1_17835.0	127	143	127	143	0.3613358826694233
peak_CM_HP_MN_PP_SKM_326976_promoter_ZNF703	peak_CM_HP_MN_PP_SKM_326976_promoter_ZNF703	57	68	57	68	0.3711606948508093
peak_CM_HP_MN_PP_SKM_43146_promoter_TMEM254	peak_CM_HP_MN_PP_SKM_43146_promoter_TMEM254	48	38	48	38	0.3318343545999156
peak_CM_HP_MN_PP_SKM_111727_promoter_NUTM1_NOP10	peak_CM_HP_MN_PP_SKM_111727_promoter_NUTM1_NOP10	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_52258_promoter_RRM1	peak_CM_HP_MN_PP_SKM_52258_promoter_RRM1	38	48	38	48	0.3318343545999156
peak_CM_HP_MN_PP_SKM_211048_promoter_BACH1	peak_CM_HP_MN_PP_SKM_211048_promoter_BACH1	30	22	30	22	0.3317497633694906
peak_CM_HP_MN_PP_SKM_139026_promoter_ACBD4_PLCD3	peak_CM_HP_MN_PP_SKM_139026_promoter_PLCD3_ACBD4	58	69	58	69	0.3749570506813299
peak_CM_HP_MN_PP_SKM_287644_enhancer_SRF_3182.0_CUL9_7638.0	peak_CM_HP_MN_PP_SKM_287644_enhancer_SRF_3194.5_CUL9_7639.5	57	68	57	68	0.3711606948508093
peak_HP_MN_PP_SKM_214083_enhancer_FTCD_11228.5_FTCD_24133.5	peak_HP_MN_PP_SKM_214083_enhancer_FTCD_10811.5_FTCD_23681.5	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_107931_promoter_TTC8	peak_CM_HP_MN_PP_SKM_107931_promoter_TTC8	38	29	38	29	0.3284320626971897
peak_CM_HP_MN_PP_SKM_85627_promoter_BRAP_ACAD10	peak_CM_HP_MN_PP_SKM_85627_promoter_BRAP_ACAD10	22	30	22	30	0.3317497633694906
peak_CM_HP_MN_PP_SKM_261606_promoter_SPATA4	peak_CM_HP_MN_PP_SKM_261606_promoter_SPATA4	29	38	29	38	0.3284320626971897
peak_CM_HP_MN_PP_SKM_268619_enhancer_MRPS27_11943.0_PTCD2_12091.0	peak_CM_HP_MN_PP_SKM_268619_enhancer_MRPS27_11940.5_PTCD2_12088.5	70	82	70	82	0.3723320515452936
peak_CM_HP_MN_PP_SKM_166252_promoter_CLDND2_ETFB	peak_CM_HP_MN_PP_SKM_166252_promoter_ETFB_CLDND2	112	127	112	127	0.3651867452879561
peak_CM_HP_MN_PP_SKM_282752_promoter_TUBB2B	peak_CM_HP_MN_PP_SKM_282752_promoter_TUBB2B	59	48	59	48	0.3337051161974391
peak_CM_HP_MN_PP_SKM_71157_promoter_FKBP4	peak_CM_HP_MN_PP_SKM_71157_promoter_FKBP4	44	33	44	33	0.2543046661477
peak_CM_HP_MN_PP_SKM_157024_enhancer_KANK3_8769.0_RPS28_13009.5	peak_CM_HP_MN_PP_SKM_157024_enhancer_KANK3_8748.5_RPS28_13036.0	46	28	46	28	0.04739297550405176
peak_CM_HP_MN_PP_SKM_132524_promoter_MNT	peak_CM_HP_MN_PP_SKM_132524_promoter_MNT	158	184	158	184	0.17633785383846787
peak_CM_HP_MN_PP_SKM_143969_promoter_JMJD6_METTL23	peak_CM_HP_MN_PP_SKM_143969_promoter_JMJD6_METTL23	71	83	71	83	0.3754568881731793
peak_CM_HP_MN_PP_SKM_154348_promoter_FSTL3	peak_CM_HP_MN_PP_SKM_154348_promoter_FSTL3	59	70	59	70	0.3786876626931184
peak_CM_HP_MN_PP_SKM_167228_promoter_ZNF543	peak_CM_HP_MN_PP_SKM_167228_promoter_ZNF543	30	39	30	39	0.3355576182340152
peak_CM_HP_MN_PP_SKM_357027_promoter_NDUFB11_RBM10	peak_CM_HP_MN_PP_SKM_357027_promoter_NDUFB11_RBM10	30	39	30	39	0.3355576182340152
peak_CM_HP_MN_PP_SKM_96497_promoter_SPRY2	peak_CM_HP_MN_PP_SKM_96497_promoter_SPRY2	30	39	30	39	0.3355576182340152
peak_CM_HP_MN_PP_SKM_3466_promoter_SPEN	peak_CM_HP_MN_PP_SKM_3466_promoter_SPEN	59	70	59	70	0.3786876626931184
peak_CM_HP_PP_SKM_232209_promoter_CCDC80	peak_CM_HP_PP_SKM_232209_promoter_CCDC80	30	39	30	39	0.3355576182340152
peak_CM_HP_MN_PP_SKM_60945_enhancer_SSH3_14194.0_ANKRD13D_28735.0	peak_CM_HP_MN_PP_SKM_60945_enhancer_SSH3_14124.5_ANKRD13D_28701.5	59	70	59	70	0.3786876626931184
peak_CM_HP_MN_PP_SKM_294235_promoter_WASF1_CDC40	peak_CM_HP_MN_PP_SKM_294235_promoter_WASF1_CDC40	67	81	67	81	0.285216687181283
peak_CM_HP_MN_PP_SKM_275261_promoter_VDAC1	peak_CM_HP_MN_PP_SKM_275261_promoter_VDAC1	109	92	109	92	0.2590335472172408
peak_CM_HP_MN_PP_SKM_337734_promoter_FAM49B	peak_CM_HP_MN_PP_SKM_337734_promoter_FAM49B	63	39	63	39	0.02229766182469301
peak_CM_HP_MN_PP_SKM_216091_promoter_RNF215	peak_CM_HP_MN_PP_SKM_216091_promoter_RNF215	48	25	48	25	0.009542211425865477
peak_CM_HP_MN_PP_SKM_20463_enhancer_MSTO1_2441.5_ASH1L_48735.5	peak_CM_HP_MN_PP_SKM_20463_enhancer_MSTO1_2443.5_ASH1L_47399.5	81	45	81	45	0.0017094927839213657
peak_CM_HP_MN_PP_SKM_262275_promoter_STOX2	peak_CM_HP_MN_PP_SKM_262275_promoter_STOX2	39	49	39	49	0.3373990368531198
peak_CM_HP_MN_PP_SKM_143731_promoter_FBF1	peak_CM_HP_MN_PP_SKM_143731_promoter_FBF1	39	49	39	49	0.3373990368531198
peak_CM_HP_MN_PP_SKM_39690_promoter_ZWINT	peak_CM_HP_MN_PP_SKM_39690_promoter_ZWINT	39	49	39	49	0.3373990368531198
peak_CM_HP_MN_PP_SKM_318539_promoter_MEST	peak_CM_HP_MN_PP_SKM_318539_promoter_MEST	36	25	36	25	0.20003136851310313
peak_SKM_139911_enhancer_COL1A1_13213.5_SGCA_13234.0	peak_SKM_139911_enhancer_COL1A1_13209.0_SGCA_13235.0	35	22	35	22	0.11116111910399346
peak_CM_HP_MN_PP_SKM_617_promoter_PRDM16	peak_CM_HP_MN_PP_SKM_617_promoter_PRDM16	31	22	31	22	0.27167916606550335
peak_CM_HP_MN_PP_SKM_56451_promoter_CD44	peak_CM_HP_MN_PP_SKM_56451_promoter_CD44	36	25	36	25	0.20003136851310313
peak_CM_HP_MN_PP_SKM_45232_promoter_ZNF518A	peak_CM_HP_MN_PP_SKM_45232_promoter_ZNF518A	18	35	18	35	0.027008317653722358
peak_CM_HP_MN_PP_SKM_144613_promoter_TIMP2	peak_CM_HP_MN_PP_SKM_144613_promoter_TIMP2	36	27	36	27	0.31350305329645284
peak_CM_HP_MN_PP_SKM_60553_promoter_CCDC85B	peak_CM_HP_MN_PP_SKM_60553_promoter_CCDC85B	36	27	36	27	0.31350305329645284
peak_CM_HP_MN_PP_SKM_236517_enhancer_SPSB4_25728.0_SLC25A36_134127.0	peak_CM_HP_MN_PP_SKM_236517_enhancer_SPSB4_25705.5_SLC25A36_135185.0	46	35	46	35	0.2664123096713203
peak_CM_HP_MN_PP_SKM_287757_promoter_GTPBP2	peak_CM_HP_MN_PP_SKM_287757_promoter_GTPBP2	79	98	79	98	0.1758993023934103
peak_CM_HP_MN_PP_SKM_60549_promoter_FIBP	peak_CM_HP_MN_PP_SKM_60549_promoter_FIBP	69	57	69	57	0.3271229672167788
peak_CM_HP_MN_PP_SKM_145643_promoter_RAC3	peak_CM_HP_MN_PP_SKM_145643_promoter_RAC3	34	47	34	47	0.18207674694084314
peak_CM_HP_MN_PP_SKM_131719_promoter_CDT1	peak_CM_HP_MN_PP_SKM_131719_promoter_CDT1	42	32	42	32	0.29541328065567
peak_CM_HP_MN_PP_SKM_76570_promoter_HDAC7	peak_CM_HP_MN_PP_SKM_76570_promoter_HDAC7	39	49	39	49	0.3373990368531198
peak_CM_HP_MN_PP_SKM_113572_promoter_SPPL2A	peak_CM_HP_MN_PP_SKM_113572_promoter_SPPL2A	48	37	48	37	0.2779992890805517
peak_CM_HP_MN_PP_SKM_196280_promoter_COPS8	peak_CM_HP_MN_PP_SKM_196280_promoter_COPS8	23	31	23	31	0.3408909412200971
peak_CM_HP_MN_PP_SKM_92354_promoter_FREM2	peak_CM_HP_MN_PP_SKM_92354_promoter_FREM2	23	31	23	31	0.3408909412200971
peak_CM_HP_MN_PP_SKM_20569_promoter_UBQLN4_LAMTOR2	peak_CM_HP_MN_PP_SKM_20569_promoter_UBQLN4_LAMTOR2	100	114	100	114	0.37422524579214106
peak_CM_HP_MN_PP_SKM_92481_promoter_COG6	peak_CM_HP_MN_PP_SKM_92481_promoter_COG6	23	31	23	31	0.3408909412200971
peak_CM_HP_MN_PP_SKM_290667_promoter_COL12A1	peak_CM_HP_MN_PP_SKM_290667_promoter_COL12A1	40	50	40	50	0.34283311942078837
peak_CM_HP_MN_PP_SKM_136211_promoter_TMEM97	peak_CM_HP_MN_PP_SKM_136211_promoter_TMEM97	40	50	40	50	0.34283311942078837
peak_CM_HP_MN_PP_SKM_143043_promoter_SDK2	peak_CM_HP_MN_PP_SKM_143043_promoter_SDK2	40	50	40	50	0.34283311942078837
peak_CM_HP_MN_PP_SKM_7093_enhancer_TINAGL1_26809.5_HCRTR1_67854.0	peak_CM_HP_MN_PP_SKM_7093_enhancer_TINAGL1_27195.5_HCRTR1_68372.0	31	23	31	23	0.3408909412200971
peak_CM_HP_PP_SKM_23045_promoter_FMO4	peak_CM_HP_PP_SKM_23045_promoter_FMO4	23	31	23	31	0.3408909412200971
peak_CM_HP_MN_PP_SKM_121980_promoter_ZNF597	peak_CM_HP_MN_PP_SKM_121980_promoter_ZNF597	23	31	23	31	0.3408909412200971
peak_CM_HP_MN_PP_SKM_162908_promoter_EID2	peak_CM_HP_MN_PP_SKM_162908_promoter_EID2	40	31	40	31	0.34247099841986794
