gene	mean	median	longest_isoform	merged
AF196972.4	1330	1330	1330	1330
SLC38A5	1147	834	2659	4018
FTSJ1	1029	803	1986	2872
AF196972.9	653	653	653	653
PORCN	1689	1857	3298	5795
EBP	807	755	1125	1768
LL0XNC01-30I4.1	1426	1426	1426	1426
TBC1D25	1343	819	3785	3966
RP11-1148L6.9	549	549	549	549
RBM3	1267	947	4298	5827
RP11-1148L6.5	450	450	450	450
RP11-1148L6.8	425	425	425	425
MRPL32P1	247	247	247	247
WDR13	1467	771	5457	7872
VN1R110P	971	971	971	971
WAS	781	718	1829	2361
SUV39H1	1809	1757	2978	3233
AF196970.3	925	925	925	925
RNU6-1056P	107	107	107	107
GLOD5	633	643	740	1064
AC115617.2	739	739	978	1327
RNU6-29P	107	107	107	107
GATA1	1281	1239	1464	1492
HDAC6	1512	620	5249	10602
ERAS	1046	1046	1266	1303
PCSK1N	708	708	1025	1338
PQBP1	959	927	1951	2835
TIMM17B	959	944	1528	2562
SLC35A2	1364	1234	3047	3745
PIM2	1226	892	2075	2761
OTUD5	1961	2282	2888	3596
LL0XNC01-36H8.1	817	817	817	817
RNU6-722P	104	104	104	104
KCND1	2807	3306	4718	6082
GRIPAP1	1556	904	3278	6841
TFE3	1765	1058	3291	4207
CCDC120	2618	2615	3857	5318
PRAF2	833	801	1260	1662
RP11-641J8.4	1432	1432	1432	1432
WDR45	920	819	2610	4691
RNU4-52P	138	138	138	138
GPKOW	1658	1658	1658	1658
RN7SL262P	294	294	294	294
RP11-641J8.2	255	255	255	255
MAGIX	1385	1057	3295	5107
RP11-641J8.1	397	397	397	397
PLP2	861	861	1103	1303
PRICKLE3	1309	898	2795	3656
SYP	1202	809	2421	5144
SYP-AS1	542	542	542	542
CACNA1F	3295	3263	6070	6928
HSPB1P2	546	546	546	546
CCDC22	1286	809	2310	2507
FOXP3	1207	1311	2264	3086
FLICR	2438	2438	3780	4190
PPP1R3F	2124	2164	3477	4378
LL0XNC01-7P3.1	2715	2715	2715	2715
RP11-922B14.1	839	839	839	839
GAGE10	538	538	538	538
GAGE12J	541	541	541	541
GAGE13	530	530	530	530
GAGE2E	403	403	403	403
GAGE12B	117	117	117	117
GAGE12C	527	527	527	527
GAGE12D	527	527	527	527
GAGE12F	556	556	585	659
GAGE12E	537	537	537	537
GAGE12G	527	527	527	527
GAGE12H	527	527	527	527
GAGE2A	528	528	528	528
GAGE1	1948	1948	3129	3129
VDAC1P2	850	850	850	850
SALL1P1	3837	3837	3837	3837
PAGE1	659	659	659	659
PAGE4	806	638	1494	2241
USP27X-DT	2175	2175	2175	2175
USP27X	3075	3075	3075	3075
CPSF1P2	743	743	743	743
CLCN5	4217	3177	10108	11457
RNU6-421P	107	107	107	107
MIR532	91	91	91	91
MIR188	86	86	86	86
MIR500A	84	84	84	84
MIR362	65	65	65	65
MIR501	84	84	84	84
MIR500B	79	79	79	79
MIR660	97	97	97	97
MIR502	86	86	86	86
PYY3	213	213	213	213
AKAP4	1837	1876	2866	3027
CCNB3	1870	1201	4697	5412
DGKK	7494	7494	7494	7494
SHROOM4	5213	6261	9711	10338
RNU6-935P	100	100	100	100
H3P44	429	429	429	429
BMP15	1262	1262	1262	1262
HMGB1P15	435	435	435	435
RP11-104D21.1	936	936	936	936
RP11-104D21.2	705	705	705	705
LINC01284	1319	880	3753	5652
RP13-346H10.2	814	814	814	814
RP11-348F1.3	2211	2211	2211	2211
RP11-486N10.1	1451	1451	1451	1451
NUDT10	1963	1963	2001	2062
RP11-348F1.2	3175	586	8535	8790
EZHIP	1896	1896	1896	1896
NUDT11	2381	2381	2381	2381
LINC01496	1068	1068	1676	2113
CENPVL3	1893	1893	1893	1893
CENPVL2	1620	1620	1620	1620
CENPVL1	1620	1620	1620	1620
GSPT2	2791	2791	2791	2791
MAGED1	2221	2712	5418	6013
RP11-22B10.3	1099	1099	1099	1099
RNU6-504P	104	104	104	104
RP11-234P3.2	154	154	154	154
IPO7P1	636	636	636	636
UQCR10P1	189	189	189	189
TPMTP3	735	735	735	735
RP11-114H20.1	2369	2369	2369	2369
RP11-33H15.1	495	495	557	760
MAGED4B	1682	1699	3230	4947
SNORA11E	128	128	128	128
MAGED4	1847	2489	3015	4756
SNORA11D	128	128	128	128
RP11-775F1.2	2986	3144	3627	3856
RP11-363G10.2	2369	2369	2369	2369
RP11-363G10.3	597	597	597	597
MIR8088	86	86	86	86
XAGE2	627	627	627	627
CTD-2267G17.2	312	312	312	312
RP11-651H2.1	180	180	180	180
RP11-485B17.3	237	237	237	237
RP11-485B17.5	304	304	304	304
RP11-485B17.9	296	296	296	296
RP11-485B17.10	630	630	630	630
RBM22P6	867	867	867	867
XAGE1A	512	478	733	939
RBM22P7	280	280	280	280
XAGE1B	530	503	733	1414
RP11-485B17.12	343	343	343	343
RP13-34L8.7	305	305	305	305
RP13-34L8.8	193	193	193	193
RP11-552J9.1	306	306	306	306
SSXP4	245	245	245	245
SSXP1	473	473	473	473
RP11-552J9.6	545	545	545	545
SSX8P	966	954	1254	1773
SSX7	1340	1340	1340	1340
RP11-552J9.9	751	751	751	751
RNA5SP504	117	117	117	117
SSXP5	287	287	287	287
S100A11P10	271	271	271	271
SSX2	1126	1292	1410	1536
RP11-552J9.12	759	759	759	759
RP11-552J9.13	187	187	187	187
RP11-552J9.14	207	207	207	207
SSX2B	1209	1312	1410	2255
S100A11P8	272	272	272	272
RP13-77O11.8	287	287	287	287
SPANXN5	642	642	642	642
RP13-77O11.12	130	130	130	130
XAGE5	621	599	870	1413
RP13-77O11.11	307	307	307	307
EIF4A2P4	1196	1196	1196	1196
XAGE3	500	500	512	567
FAM156B	1699	1346	3746	4456
RP11-747B2.1	1857	1857	1857	1857
FAM156A	1769	1835	3791	6608
GPR173	2683	2683	4787	4910
RP1-290F12.3	496	496	496	496
TSPYL2	2026	1786	4178	4948
RP11-236P24.3	615	615	615	615
KANTR	2268	1196	4343	9927
RP11-236P24.1	257	257	257	257
ACTG1P10	1082	1082	1082	1082
RP11-258C19.4	167	167	167	167
KDM5C	2357	870	6096	8727
MIR6895	78	78	78	78
MIR6894	57	57	57	57
KDM5C-IT1	755	755	755	755
IQSEC2	2274	999	6037	14927
RPSAP62	833	833	833	833
RP6-29D12.3	180	180	180	180
MPV17L2P1	520	520	520	520
SMC1A	4639	2542	9930	10830
MIR6857	93	93	93	93
RIBC1	1168	1281	1949	2993
HSD17B10	1098	916	2663	2822
RP3-339A18.6	218	218	218	218
TIPINP1	757	757	757	757
VTRNA3-1P	102	102	102	102
HUWE1	4098	800	14796	17379
MIR98	119	119	119	119
MIRLET7F2	83	83	83	83
RP11-272G22.1	179	179	179	179
RP11-272G22.2	234	234	234	234
MRPL32P2	527	527	527	527
MRPS18CP7	423	423	423	423
RNA5SP505	108	108	108	108
PHF8	1825	579	6357	9314
FAM120C	3387	2428	8056	8799
RPL37P24	288	288	288	288
WNK3	6806	5403	11341	11472
RPL7AP71	739	739	739	739
RNU6-434P	107	107	107	107
TSR2	4076	4076	4076	4076
FGD1	4343	4343	4343	4343
GNL3L	2628	2340	8684	11949
PGAM4P1	654	654	654	654
ITIH6	2811	2811	4964	5493
MAGED2	1461	1811	2177	2943
SNORA11	128	128	128	128
RP6-14C6.3	121	121	121	121
TRO	1434	842	4634	6716
SNORA11G	129	129	129	129
PFKFB1	1534	1472	2039	2168
APEX2	1983	1983	3239	3239
ALAS2	1064	664	1940	2047
RP5-884M20.4	373	373	373	373
HDGFL3P1	894	894	894	894
PAGE2B	498	498	540	540
PAGE2	436	456	541	651
RP11-266I3.8	390	390	390	390
RP11-266I3.9	943	943	943	943
FAM104B	972	1109	1229	2499
RP11-266I3.7	313	313	313	313
MTCO1P52	531	531	531	531
MTND2P24	806	806	806	806
MTND1P30	901	901	901	901
MTRNR2L10	1051	1051	1051	1051
PAGE5	574	553	741	752
PAGE3	694	694	812	826
RP11-382F24.1	422	422	447	501
MIR4536-1	88	88	88	88
MIR4536-2	88	88	88	88
MAGEH1	1440	1440	1440	1440
USP51	2967	2967	4643	4643
RP11-541G7.4	333	333	333	333
PSMA5P1	444	444	444	444
FOXR2	2793	2793	2793	2793
RP11-167P23.4	307	307	307	307
RP11-167P23.2	251	251	293	293
RRAGB	976	676	2051	2715
RP13-188A5.1	2556	1156	7897	12464
GOT2P6	1275	1275	1275	1275
KLF8	5148	4885	9096	12729
RPL23AP83	473	473	473	473
UBQLN2	4242	4242	4242	4242
RP11-431N15.2	713	713	713	713
NBDY	1022	719	2344	2506
UQCRBP1	336	336	336	336
SPIN3	2654	2785	4835	15841
RP11-445O16.3	644	644	644	644
SPIN2P1	772	772	772	772
SPIN2B	959	1152	1261	1479
RP3-323P24.3	665	665	665	665
SPIN2A	1584	1319	2468	2889
RP3-453A3.2	1984	1984	1984	1984
PPP1R11P2	382	382	382	382
FAAH2	962	524	1980	2016
MTHFD1P1	2764	2764	2764	2764
ZXDB	5467	5467	5467	5467
NLRP2B	3194	3194	3194	3194
MDH1P1	973	973	973	973
ZXDA	5029	5029	5029	5029
MYCLP2	967	967	967	967
KRT8P17	1448	1448	1448	1448
SSBL2P	1077	1077	1077	1077
MTND1P31	961	961	961	961
MTND2P25	610	610	610	610
ZFRP1	2970	2970	2970	2970
RP11-144M17.1	1594	1594	1594	1594
LINC01278	1831	1771	5053	14146
CBX1P1	427	427	427	427
SPIN4	4105	4105	4105	4105
SPIN4-AS1	426	426	426	426
ARHGEF9	2874	2227	7173	14543
ARHGEF9-IT1	394	394	394	394
RP11-357C3.5	180	180	180	180
BTF3P8	526	526	526	526
MIR1468	86	86	86	86
HNRNPDP1	754	754	754	754
RP11-403E24.1	1771	1771	1771	1771
AMER1	8407	8407	8407	8407
RP11-284B18.6	635	635	635	635
RN7SL799P	298	298	298	298
ASB12	1267	1267	1267	1267
MTMR8	1135	670	2660	2803
KPNA4P1	1436	1436	1436	1436
PFN5P	563	563	664	664
SHC1P1	1745	1745	1745	1745
YWHAZP7	631	631	631	631
KRT8P27	1457	1457	1457	1457
GRPEL2P2	670	670	670	670
BLOC1S2P1	301	301	301	301
ZC4H2	1839	1602	4147	5173
RP11-231N9.1	1362	1362	1362	1362
CCT4P2	1548	1548	1548	1548
MORF4L1P5	961	961	961	961
PRXL2CP1	658	658	658	658
ZC3H12B	4439	4439	7256	7829
TLE1P1	589	589	589	589
LAS1L	3969	3441	7570	12555
AP1M2P1	968	968	968	968
FRMD8P1	1524	1524	1524	1524
MSN	1282	553	3960	5987
NANOGP9	892	892	892	892
RP11-314A15.3	407	407	407	407
ETF1P3	1160	1160	1160	1160
CCNYL5	995	995	995	995
RP6-159A1.3	1112	1104	1362	1701
RBMXP5	908	908	908	908
MIR223HG	2515	1815	4042	4053
MIR223	110	110	110	110
VSIG4	1716	1807	2190	2333
ATXN7L3P1	1001	1001	1001	1001
EIF4BP9	1513	1513	1513	1513
HEPH	4105	4310	6751	9888
MTFR1P1	1011	1011	1011	1011
RP11-747I9.1	1188	1188	1188	1188
PKMP2	1677	1677	1677	1677
EDA2R	2826	3442	3464	3616
RNU6-394P	107	107	107	107
RP6-22P16.1	1948	1948	1948	1948
RP4-808O4.2	825	825	825	825
AR	4503	3573	10667	12818
BMI1P1	941	941	941	941
OPHN1	2449	2139	7569	20704
RP6-201G10.2	1432	1432	1432	1432
PGK1P1	1248	1248	1248	1248
RNU6-1225P	65	65	65	65
AKIRIN1P2	570	570	570	570
RP13-313G19.2	1015	1015	1015	1015
YIPF6	2440	1070	6134	8608
RNU6-245P	107	107	107	107
RPL31P63	375	375	375	375
COX6CP12	202	202	202	202
STARD8	4036	4862	4943	5558
ACTR3P2	1257	1257	1257	1257
SERBP1P1	1160	1160	1160	1160
EFNB1	3303	3303	3303	3303
PJA1	1704	2115	2755	2845
HMGN1P35	594	594	594	594
LINC00269	1909	1909	2173	2385
CYCSP43	310	310	310	310
FAM155B	4928	4928	4928	4928
RP13-57D9.3	532	532	609	610
EDA	1900	1167	5272	7002
CNOT7P1	852	852	852	852
MIR676	67	67	67	67
RP11-351K23.7	1327	1327	1327	1327
AWAT2	1238	986	2124	2453
OTUD6A	1723	1723	1723	1723
MTCYBP31	1122	1122	1122	1122
MTND4P31	1343	1343	1343	1343
IGBP1	1772	1772	1862	1864
IGBP1-AS2	513	513	513	513
IGBP1-AS1	542	542	542	542
DGAT2L6	1712	1712	1712	1712
RN7SL581P	309	309	309	309
AWAT1	983	983	1397	1466
RNA5SP507	121	121	121	121
P2RY4	2039	2039	2039	2039
ARR3	978	1298	1310	1729
RAB41	906	1071	1074	1344
PDZD11	705	707	991	1359
KIF4A	2529	2529	4388	4573
TRAPPC2LP1	349	349	349	349
RNY4P23	97	97	97	97
GDPD2	2084	2067	2438	2638
RP11-528B10.5	1529	1529	1529	1529
DLG3	2997	2661	6112	7870
RNU4-81P	144	144	144	144
DLG3-AS1	413	413	432	482
TEX11	2836	2994	3133	3351
RP11-291O7.1	297	297	297	297
ENSG10010137825.1	217	217	217	217
SNORD3E	216	216	216	216
WASHC3P1	340	340	340	340
SLC7A3	2237	2237	2239	2268
RPS23P8	330	330	330	330
NUTF2P7	375	375	375	375
RNU1-56P	164	164	164	164
SOCS5P4	1566	1566	1566	1566
SNX12	1228	862	2422	2595
FOXO4	1490	1005	3644	3790
CXorf65	609	649	863	1128
RP5-1091N2.12	1791	1831	1985	2371
IL2RG	1116	959	2035	2760
MED12	2624	631	6977	7425
NLGN3	3353	3863	3975	4006
RP5-1091N2.9	858	915	934	934
GJB1	2055	1937	3874	4654
ZMYM3	3816	5253	6067	6916
NONO	2617	2756	4895	11222
ITGB1BP2	932	888	1439	2185
ZCRB1P1	640	640	640	640
RHOG2P	571	571	571	571
TAF1	2765	1738	7697	11234
AL590762.10	253	253	253	253
PABPN1P1	432	432	432	432
INGX	807	807	846	1247
SOCS6P1	1545	1545	1545	1545
OGT	1853	601	7243	9786
GCNA	2223	2765	3213	3595
CXCR3	1738	1738	1861	1862
RP11-402P6.9	951	696	1536	1995
RP11-402P6.15	1642	1642	1722	1791
RP11-402P6.2	248	248	248	248
LINC00891	4113	4113	4113	4113
CXorf49	1193	1193	1854	1890
RP11-402P6.13	438	438	665	834
RP11-402P6.3	250	250	250	250
RP11-402P6.4	250	250	250	250
RP11-402P6.12	556	560	886	1389
CXorf49B	1163	1163	1795	1831
RP11-402P6.5	251	251	251	251
RP11-402P6.6	230	230	230	230
AL590763.16	1552	1552	1552	1552
NHSL2	5298	3242	13660	17706
RNU6-1078P	103	103	103	103
RPS26P11	348	348	348	348
RTL5	4222	4222	4339	4779
RP11-262D11.2	502	502	502	502
PIN4	1225	1239	1960	4357
RN7SL388P	339	339	339	339
ERCC6L	4281	4281	4344	4344
RPS4X	970	610	1820	2930
CITED1	775	814	1231	1760
AL135749.6	1822	1822	1892	1970
HDAC8	1848	1677	5689	22888
RNU2-68P	191	191	191	191
PHKA1	5800	6121	6286	6350
MATR3P1	250	250	250	250
PHKA1-AS1	598	598	598	598
CAPZA1P3	845	845	845	845
RNU1-112P	164	164	164	164
DMRTC1B	952	1042	1524	2033
FAM226B	1490	1490	1490	1490
FAM236B	465	465	465	465
FAM236D	457	457	463	463
DMRTC1	1280	1276	1524	1876
FAM236C	457	457	463	463
FAM236A	437	437	453	465
PABPC1L2B-AS1	1167	1167	1167	1167
PABPC1L2B	3168	3168	3168	3168
PABPC1L2A	2237	2237	2237	2237
RP11-493K23.4	1167	1167	1167	1167
NAP1L6P	1633	1633	2044	2044
NAP1L2	2553	2553	2553	2553
TOMM20P4	435	435	435	435
LRRFIP2P1	1063	1063	1063	1063
YWHAZP8	731	731	731	731
RNU6-1044P	107	107	107	107
CDX4	1642	1642	1642	1642
MORF4L1P6	268	268	268	268
MAP2K4P1	1867	1867	2539	2539
RPL7P53	739	739	739	739
CHIC1	3680	3479	6797	6939
SEPHS1P4	1176	1176	1176	1176
TSIX	37027	37027	37027	37027
XIST	4471	2963	19245	25266
ENSG10010134238.1	68	68	68	68
ENSG10010135128.1	126	126	126	126
ENSG10010136515.1	85	85	85	85
FXYD6P3	285	285	285	285
FTX	2480	1823	12267	41346
JPX	1868	1391	9658	20655
ENSG10010135640.1	135	135	135	135
ENSG10010136174.1	69	69	69	69
RP13-216E22.4	451	451	451	451
RP13-216E22.5	347	347	347	347
RPSAP14	359	359	359	359
SHISA5P2	510	510	510	510
AARSD1P1	1182	1182	1182	1182
UHRF2P1	2387	2387	2387	2387
DDX3P1	1950	1950	1950	1950
RP13-204A15.5	592	592	592	592
DDX3P2	111	111	111	111
MKRN5P	1467	1467	1467	1467
ATP5MDP1	177	177	177	177
BMP2KL	1225	1225	1225	1225
RAB11FIP1P1	1762	1762	1762	1762
RP3-368A4.6	3685	3685	3685	3685
MIR421	85	85	85	85
MIR374B	72	72	72	72
MIR374C	70	70	70	70
RN7SL648P	301	301	301	301
ENSG10010138348.1	71	71	71	71
ENSG10010139327.1	94	94	94	94
ENSG10010136622.1	147	147	147	147
ENSG10010135478.1	147	147	147	147
MIR545	106	106	106	106
MIR374A	72	72	72	72
ENSG10010139186.1	218	218	218	218
ZCCHC13	855	855	855	855
AC004386.3	148	148	148	148
RPS6P26	761	761	761	761
RN7SL790P	298	298	298	298
THAP12P1	2203	2203	2203	2203
RPS7P14	583	583	583	583
SLC16A2	3302	3893	4128	4292
HNRNPA1P25	937	937	937	937
RLIM	7021	7021	10565	10627
PABPC1P3	459	459	459	459
RNU6-330P	107	107	107	107
NEXMIF	11212	11717	12338	12338
RP11-130N24.2	160	160	160	160
ABCB7	2011	2116	4595	5364
UPRT	1500	1135	2711	3689
BUD31P2	300	300	300	300
RNU6-562P	107	107	107	107
TERF1P7	1228	1228	1228	1228
ZDHHC15	4163	5578	6012	6820
RPL21P134	483	483	483	483
PCNPP4	517	517	517	517
BRAFP1	2703	2703	2703	2703
TTC3P1	6081	6081	6081	6081
MAGEE2	2268	2268	2268	2268
SAR1AP4	591	591	591	591
FOXN3P2	189	189	189	189
RP11-212D3.4	1234	1234	1234	1234
ARL5AP5	436	436	436	436
PBDC1	1081	1081	1185	1207
MMADHCP1	461	461	461	461
RNU6-867P	107	107	107	107
RP11-322A17.3	1614	1614	1614	1614
LDHBP2	1005	1005	1005	1005
MAGEE1	3633	3633	3633	3633
RNA5SP508	119	119	119	119
TRAPPC13P1	1062	1062	1062	1062
MIR325HG	864	578	1989	4172
MIR384	88	88	88	88
MIR325	98	98	98	98
RNA5SP509	119	119	119	119
SPRYD7P1	570	570	570	570
FGF16	1666	1666	1666	1666
ATRX	2731	725	11165	22740
FABP5P15	214	214	214	214
MAGT1	2618	2504	4506	5479
RNU6-854P	107	107	107	107
RN7SL460P	258	258	258	258
COX7B	1059	645	2444	3025
ATP7A	4078	3115	8492	11769
PGK1	1589	831	4812	5437
RP5-1000K24.2	1350	1350	2363	2433
PGAM4	1690	1690	1690	1690
TAF9B	1695	1695	2657	2735
FNDC3CP	1155	1155	1155	1155
CYSLTR1	2805	2700	3034	5567
HMGN1P34	290	290	290	290
UBE2V1P7	340	340	340	340
RTL3	2649	2649	2649	2649
PPATP2	508	508	508	508
LPAR4	1816	792	4454	4733
RPL7P54	674	674	674	674
MIR4328	56	56	56	56
P2RY10	1586	1194	3517	3576
P2RY10BP	913	913	913	913
GPR174	5494	5494	5494	5494
CTHRC1P1	469	469	469	469
KIF4CP	1279	1279	1279	1279
ITM2A	866	701	1698	2051
CORO1CP1	802	802	802	802
TBX22	1834	2100	2363	2662
CHMP1B2P	3705	3705	6813	7046
TENT5D	3058	3058	3106	3204
HNRNPH3P1	583	583	583	583
WBP11P3	1909	1909	1909	1909
HK2P1	2737	2737	2737	2737
BRWD3	3685	1350	12921	14234
PSMA1P1	778	778	778	778
ENSG10010134272.1	127	127	127	127
RNU6-493P	108	108	108	108
VDAC1P1	848	848	848	848
RNU6-995P	107	107	107	107
RP11-196G4.2	4068	4068	4068	4068
HMGN5	873	720	2099	2389
SH3BGRL	1046	841	1764	2145
RP11-346E8.1	903	903	903	903
RP13-52K8.1	747	747	747	747
RP13-52K8.2	555	555	555	555
PDK1P2	1235	1235	1235	1235
RNU6-974P	108	108	108	108
EIF3JP1	256	256	256	256
RPL22P22	379	379	379	379
ENSG10010136629.1	147	147	147	147
EIF3MP1	237	237	237	237
ATG4AP1	538	538	538	538
RP3-326L13.2	3192	3192	3192	3192
POU3F4	3838	3838	3838	3838
POMPP1	417	417	417	417
TERF1P4	1115	1115	1115	1115
CYLC1	1243	1243	2107	2128
RPS6KA6	4453	4386	8465	8794
MIR548I4	77	77	77	77
HDX	3607	3938	6305	7258
RP11-74B21.1	127	127	127	127
SETP4	868	868	868	868
UBE2DNL	474	468	740	740
RP1-215K18.4	1499	1499	1499	1499
APOOL	6462	6462	6480	6496
SATL1	2949	3081	3707	6990
RP3-388N15.2	394	394	394	394
RP5-928E24.4	831	831	831	831
RP5-928E24.2	1125	1109	1398	1480
ZNF711	4103	4341	4844	5045
POF1B	2917	2917	3863	4003
MIR1321	79	79	79	79
SFR1P2	730	730	730	730
RP1-93L7.4	108	108	108	108
CHM	2257	2040	5438	8644
MIR361	72	72	72	72
NDUFA5P7	242	242	242	242
STIP1P3	1624	1624	1624	1624
TPMTP4	678	678	678	678
DACH2	2513	2172	5582	7046
EEF1A1P29	1096	1096	1096	1096
GEMIN8P3	720	720	720	720
FCF1P9	282	282	282	282
COPS8P1	629	629	629	629
RP3-431C21.1	231	231	231	231
RP11-192B18.1	542	542	542	542
ENSG10010134482.1	72	72	72	72
RP1-52D1.1	108	108	108	108
KLHL4	3971	3703	5765	6158
RPSAP15	861	861	861	861
RP1-138A5.3	433	433	433	433
RP1-138A5.2	150	150	150	150
RPL34P36	337	337	337	337
MRPS22P1	851	851	851	851
TMEM184CP1	1255	1255	1255	1255
CAPZA1P1	833	833	833	833
ENSG10010134846.1	127	127	127	127
CTD-2194M22.1	117	117	117	117
CPXCR1	1562	1577	1626	1630
RP1-249C1.1	785	785	785	785
RP11-137D19.1	361	361	361	361
RP13-324D24.1	139	139	139	139
SRIP2	166	166	166	166
RP13-348B13.2	294	294	308	469
TGIF2LX	904	904	928	976
STAU2P1	622	622	622	622
USP12PX	1057	1057	1057	1057
RP13-362E11.3	524	524	524	524
RNF19BPX	625	625	625	625
UBE2V1P9	368	368	368	368
RNU6-555P	106	106	106	106
RP13-212L9.1	741	741	741	741
PABPC5-AS1	426	426	426	426
RP13-24G8.2	230	230	230	230
PABPC5	2234	2234	3206	3450
SERBP1P4	1162	1162	1162	1162
PCDH11X	5898	4603	9179	11799
RNU2-26P	191	191	191	191
VDAC1P3	851	851	851	851
EIF4A1P10	1216	1216	1216	1216
KRT18P11	1283	1283	1283	1283
SNX3P1X	175	175	175	175
RPL26P36	436	436	436	436
TUSC2P2	1237	1237	1237	1237
DLGAP5P2	453	453	453	453
AP2B1P1	2796	2796	2796	2796
ST13P18	1027	1027	1027	1027
NT5DC1P1	1423	1423	1423	1423
RPL7P55	746	746	746	746
NAP1L3	2602	2602	2649	2649
FAM133A	3210	3179	3292	3381
USP37P1	474	474	474	474
RNU6-332P	108	108	108	108
TUBB4BP8	988	988	988	988
PAICSP7	962	962	962	962
CCNB1IP1P3	829	829	829	829
MIR548M	86	86	86	86
RP3-380C13.2	213	213	213	213
CALM1P1	433	433	433	433
RNA5SP510	99	99	99	99
GTF3C6P1	640	640	640	640
HNRNPDLP3	380	380	380	380
HNRNPDLP1	550	550	550	550
RPS7P13	498	498	498	498
RP11-471G13.5	902	902	902	902
KAT7P1	988	988	988	988
RN7SL379P	293	293	293	293
RP5-961K14.2	1110	1110	1110	1110
RP1-199L16.2	2963	3026	3066	6256
RPS29P28	141	141	141	141
BRDTP1	677	677	677	677
RN7SKP194	351	351	351	351
SKP2P1	1250	1250	1250	1250
DIAPH2	5014	3782	9203	9550
RPA4	1560	1560	1560	1560
NDUFB5P2	566	566	566	566
RN7SL74P	299	299	299	299
DIAPH2-AS1	750	788	974	2309
ERVWE2	1755	1755	1755	1755
NCKAP1P1	1447	1447	1447	1447
KPNB1P1	2764	2764	2764	2764
RPL6P29	865	865	865	865
RP11-390F10.3	298	298	298	298
EEF1A1P15	1408	1408	1408	1408
HMGB1P32	565	565	565	565
RP11-485F13.1	894	821	1309	2639
TEX101P1	385	385	385	385
XRCC6P5	1795	1795	1795	1795
B3GNT2P1	952	952	952	952
ENSG10010134413.2	89	89	89	89
CTDSPL2P1	1558	1558	1558	1558
RPSAP8	889	889	889	889
PCDH19	5223	7936	9756	9756
TNMD	873	873	1205	1476
TSPAN6	2061	1025	3796	4536
SRPX2	1379	936	6646	7707
SYTL4	2848	3036	4847	7428
PPIAP89	482	482	482	482
RAD21P1	1873	1873	1873	1873
RP3-347M6.3	572	572	572	572
CSTF2	1773	1883	2570	2775
ENSG10010138795.1	133	133	133	133
NOX1	1610	1734	2543	2543
HNRNPA1P26	1092	1092	1092	1092
HNRNPA1P27	955	955	955	955
NSA2P3	778	778	778	778
XKRX	2552	2552	2856	3372
CSGALNACT2P1	946	946	946	946
ARL13A	961	911	1535	1537
TRMT2B	2341	2999	3547	4055
TRMT2B-AS1	205	205	205	205
TMEM35A	1391	1391	2039	2415
CENPI	2379	2621	5584	6981
YWHAQP8	295	295	295	295
DRP2	6204	6852	7282	8192
TAF7L	2209	2180	2341	2712
RNU6-934P	107	107	107	107
NANOGNBP3	565	565	565	565
RPL21P132	462	462	462	462
TIMM8A	1795	1510	2951	3082
BTK	1298	646	2767	4575
RPL36A	794	700	2240	3965
RPL36A-HNRNPH2	567	567	572	695
GLA	1706	1369	4163	6195
HNRNPH2	2296	2296	2296	2296
ARMCX4	2977	3021	7424	13351
PPIAP90	397	397	397	397
PRKCIP1	1792	1792	1792	1792
ARMCX1	2125	2125	2125	2125
ARMCX7P	608	608	655	1162
ARMCX6	1120	799	1928	2489
ARMCX3	1906	973	3730	4239
ARMCX3-AS1	490	490	490	490
RP4-545K15.5	656	656	656	656
RNU6-30P	107	107	107	107
RP11-192G13.1	2772	2772	2772	2772
ARMCX2	1113	821	2819	3548
GHc-602D8.2	670	670	670	670
RNU6-587P	106	106	106	106
RP1-232L22__A.1	1370	1370	1370	1370
GK4P	1570	1570	1570	1570
NXF5	1924	1970	2062	2156
ZMAT1	3146	3185	5754	7562
RP1-3E10.2	544	544	544	544
RNU6-345P	107	107	107	107
H2BP8	392	392	392	392
C3orf49P1	412	412	412	412
MTND6P13	523	523	523	523
TCEAL2	1171	1095	1640	3163
TCEAL6	1044	1044	1106	1375
GHc-351F8.3	472	472	472	472
BEX5	635	777	860	983
TCP11X3P	775	775	1254	1254
TCP11X1	1657	1715	1747	2049
NXF2	2239	2239	2336	2340
GHc-1077H7.2	1203	1203	1203	1203
RP11-353J17.5	2769	2884	3193	4918
NXF2B	1728	2143	2322	2597
RP11-353J17.3	1416	1416	1416	1416
TCP11X2	1312	1584	1747	2196
TMSB15A	634	634	634	634
FOXN3P1	1480	1480	1480	1480
NXF4	2541	2541	3617	3617
ARMCX5	3043	2720	4640	4911
ARMCX5-GPRASP2	1344	689	5582	9680
RP4-769N13.7	387	387	387	387
H3P45	348	348	348	348
GPRASP1	5117	5889	6458	6789
RP4-769N13.9	3341	3341	3341	3341
RNU6-589P	107	107	107	107
BEND7P1	457	457	457	457
GPRASP2	3561	3576	3666	3706
BHLHB9	3289	3974	5155	5518
LINC00630	1683	1426	3695	11464
MTND1P32	938	938	938	938
MTND2P2	945	945	945	945
MTCO1P19	500	500	500	500
MTCO2P19	598	598	598	598
MTATP6P19	659	659	659	659
MTCO3P19	321	321	321	321
MTND4P32	1237	1237	1237	1237
MTND5P26	1752	1752	1752	1752
MTND6P32	483	483	483	483
MTCYBP32	1084	1084	1084	1084
LL0XNC01-237H1.2	786	786	1133	1133
