gene	mean	median	longest_isoform	merged
HGFAC	1705	1967	2143	2871
AL590235.2	567	567	567	567
DOK7	1605	1803	2605	4181
LRPAP1	1673	1140	4975	6210
CR769775.2	691	691	691	691
LINC00955	1129	1129	1418	1986
AL121796.1	468	468	468	468
LINC02171	1028	1028	1028	1028
LINC02600	4547	4547	4547	4547
ADRA2C	1858	1858	2128	2165
HMX1	1273	1273	1895	2144
AC116612.1	552	552	552	552
AC209005.1	954	954	954	954
GPR78	2287	1063	4940	10593
CPZ	1420	911	2538	3457
TRMT44	1900	1856	4127	8056
AC105345.2	664	664	664	664
ACOX3	1505	1372	2838	3874
RNA5SP152	109	109	109	109
AC104825.1	2947	2947	2947	2947
LINC02517	807	655	1477	1799
HTRA3	2284	2284	2539	3321
SH3TC1	1507	624	4011	6287
ABLIM2	2087	2288	3710	6017
AC097381.2	854	854	854	854
AC097381.3	377	377	377	377
MIR95	81	81	81	81
AC097381.1	1312	1312	1313	1313
AFAP1	2536	1529	7577	9844
AC112254.1	584	584	584	584
AFAP1-AS1	5500	5500	5928	10928
SORCS2	2078	957	5979	7082
MIR4274	86	86	86	86
PSAPL1	3618	3618	3618	3618
MIR4798	75	75	75	75
RN7SKP36	312	312	312	312
LINC02447	1265	1277	2215	4598
GRPEL1	1533	1535	2641	4023
TADA2B	2125	1339	4382	5800
AC097382.2	4212	4212	4212	4212
CCDC96	2170	2170	2170	2170
TBC1D14	2697	4028	4857	6108
AC097382.1	529	529	529	529
RN7SKP292	317	317	317	317
AC097382.3	1093	1093	1093	1093
KIAA0232	3506	2315	7821	8468
AC106045.1	419	419	419	419
BLOC1S4	1474	1474	1474	1474
MRFAP1L1	1844	1844	2118	2156
AC093323.3	877	877	877	877
S100P	389	389	468	468
AC093323.2	560	560	842	842
LINC002481	813	813	813	813
AC093323.1	1926	2021	2058	3284
LINC02482	883	702	1653	3611
AC093323.4	277	277	277	277
MRFAP1	1675	1989	2113	2656
MAN2B2	2461	2968	4239	4547
PPP2R2C	2609	1782	5293	8994
AC116317.1	462	453	616	958
WFS1	2299	2886	3654	4511
AC116317.2	1080	1080	1080	1080
LINC02495	2041	2615	3266	4724
AC113615.1	4084	4084	4084	4084
JAKMIP1	2147	2395	2967	3816
C4orf50	6620	5211	13197	20729
AC113615.2	1413	1413	1413	1413
AC092442.1	1480	1480	1480	1480
MIR378D1	54	54	54	54
CRMP1	2693	2837	3174	5769
EVC	1893	586	5809	6525
EVC2	4422	4381	4831	5268
LINC01587	658	618	873	1164
STK32B	1881	1484	3498	5260
RN7SKP275	301	301	301	301
AC004664.1	97	97	97	97
CYTL1	738	932	999	1183
RN7SKP113	294	294	294	294
LDHAP1	998	998	998	998
MSX1	1209	1209	1915	2091
LINC01396	1053	1271	1360	1562
AC092437.1	1042	1042	1042	1042
STX18-AS1	2835	3034	7610	21352
STX18	1286	892	3560	5407
RPS7P15	585	585	585	585
STX18-IT1	538	538	538	538
NSG1	1850	2253	4179	4362
AC105415.1	1386	1386	1386	1386
ZBTB49	1550	1453	2885	2892
LYAR	1125	1113	1556	2275
TMEM128	1490	1490	1737	1748
AC233266.1	96	96	96	96
AC244015.1	99	99	99	99
AC233266.2	526	526	526	526
AC244015.2	1667	1667	1667	1667
OTOP1	1858	1858	1858	1858
FP700111.2	1738	1738	1738	1738
AC116050.1	1634	1634	1634	1634
AC006453.5	1236	1236	1236	1236
LSP1P4	346	346	346	346
SLC2A9	1028	643	2173	6074
DRD5P2	2015	2015	2015	2015
DRD5	2385	2385	2385	2385
DRD5P1	1431	1431	1431	1431
AC239859.3	673	673	673	673
RNA5SP100	110	110	110	110
AC108199.1	506	506	506	506
AC005674.1	461	461	461	461
AC005674.2	3504	3504	3504	3504
WDR1	1302	699	4439	7793
MIR3138	81	81	81	81
RNA5SP155	129	129	129	129
AC093664.1	290	290	290	290
AC006499.1	871	871	871	871
RAF1P1	1754	1754	1754	1754
AC006499.4	688	688	688	688
AC006499.2	336	336	336	336
AC006499.3	698	698	698	698
AC006499.5	506	506	506	506
AC006499.7	1110	1110	1110	1110
AC110768.2	328	328	328	328
ZNF518B	3628	4050	6971	10839
AC005599.1	571	571	571	571
AC110768.1	400	400	400	400
CLNK	2920	2698	5154	5749
AC084048.1	639	639	639	639
LINC02498	1108	1108	1108	1108
HS3ST1	2715	496	7158	7433
RNA5SP156	110	110	110	110
AC006230.1	3135	3699	4054	8416
AC025539.1	3977	3977	3977	3977
AC005699.1	869	911	1466	4421
LINC02360	648	648	648	648
AC108037.1	423	423	423	423
LINC02270	699	623	1106	1302
RNU6-578P	100	100	100	100
ECM1P2	1557	1557	1557	1557
AC007370.2	1477	1477	2691	2844
AC007370.1	303	303	303	303
AC106041.1	70	70	70	70
HSP90AB2P	1717	1717	2165	2285
RAB28	1234	1623	1818	2232
AC006445.3	786	786	786	786
LINC01097	1653	1912	2127	2231
NKX3-2	2260	2260	2260	2260
LINC01096	806	806	1245	1246
BOD1L1	3847	1619	10555	12907
MIR5091	93	93	93	93
AC006445.2	465	465	465	465
AC006445.1	405	405	405	405
LINC01182	1305	1179	2218	4577
AC007126.1	4756	4756	4756	4756
AC095052.1	873	873	873	873
LINC01085	998	815	1962	2548
AC073848.1	457	457	457	457
AC092546.1	410	410	503	653
AC006296.2	732	732	732	732
AC006296.1	585	585	585	585
AC006296.3	779	779	779	779
LINC00504	632	495	1172	1590
AC093777.1	123	123	123	123
CPEB2-DT	1705	1705	1769	3063
CPEB2	4371	5061	6889	7191
C1QTNF7-AS1	579	579	621	898
C1QTNF7	1769	582	4439	5502
AC099550.1	888	888	888	888
CC2D2A	2280	1570	5395	9419
AC007016.1	234	234	234	234
AC116651.1	562	562	562	562
FBXL5	1461	679	3485	4688
FAM200B	1100	654	4374	4812
BST1	1030	631	2171	2377
AC114744.1	663	663	663	663
CD38	1936	1565	5378	6626
HPRT1P1	711	711	711	711
FGFBP1	1353	1353	1353	1353
FGFBP2	841	841	1168	1250
PROM1	1780	615	4323	7324
AC108063.2	1718	1718	1718	1718
TAPT1	966	674	4536	7733
AC108063.1	414	414	414	414
TAPT1-AS1	1017	743	1799	2415
AC006427.1	682	682	682	682
AC006427.2	1341	1341	1341	1341
ZEB2P1	981	981	1099	1858
AC097515.1	436	436	467	765
LDB2	1301	752	2719	5470
AC104656.1	3944	3944	3944	3944
AC106894.1	452	452	452	452
LINC02493	1791	1791	1873	2101
SNORA75B	137	137	137	137
RPS7P6	578	578	578	578
QDPR	1014	1057	1507	2999
CLRN2	823	823	823	823
NACA3P	635	635	635	635
NACAP5	633	633	633	633
AC006160.2	140	140	140	140
LAP3	1194	892	2180	3509
AC006160.1	1989	1989	2093	2093
MED28	2798	710	9424	9538
FAM184B	6423	6423	6423	6423
DCAF16	1823	755	4185	4453
NCAPG	1833	807	4018	4277
NCAPGP2	605	605	605	605
AC111152.2	350	350	350	350
LCORL	4671	4986	10409	14826
KRT18P63	986	986	986	986
AC093898.1	1083	1083	1083	1083
AC093871.1	539	539	539	539
AC006840.1	540	540	540	540
RNA5SP157	43	43	43	43
LINC02438	562	562	678	1026
AC024595.1	388	388	388	388
AC024230.1	1356	1314	1895	4758
AC110767.1	239	239	239	239
SLIT2	3068	2230	8046	11023
SLIT2-IT1	636	636	636	636
MIR218-1	110	110	110	110
PACRGL	1130	843	6244	7696
KCNIP4	1401	1453	2433	4180
AC110296.1	464	464	590	792
MIR7978	59	59	59	59
AC096576.6	1820	1820	1820	1820
AC096576.3	720	720	720	720
AC096576.1	360	360	360	360
AC096576.2	936	936	936	936
KCNIP4-IT1	9660	9660	9660	9660
AC096719.1	1643	1862	1941	4261
RNU6-420P	107	107	107	107
ADGRA3	1603	733	4549	9202
GBA3	1508	1654	2163	2930
AC097512.1	1206	1262	1929	7732
AC092440.1	558	558	558	558
RFPL4AP3	340	340	340	340
AC093607.1	503	503	558	702
ERVH-1	90	90	90	90
PPARGC1A	1471	936	6267	10845
AC092834.1	434	434	434	434
DHX15	1340	744	3029	8149
MIR573	99	99	99	99
RN7SL16P	279	279	279	279
ATP5MGP3	302	302	302	302
LINC02473	1627	1627	2217	2296
AC006390.1	283	283	283	283
HNRNPA1P65	953	953	953	953
SOD3	750	552	1424	2011
CCDC149	2078	1605	5536	9545
LGI2	3651	3651	6536	6536
SEPSECS	2414	1520	5524	6196
SEPSECS-AS1	2222	2222	4060	4363
PI4K2B	2138	1431	3593	3684
AC104662.1	147	147	147	147
AC104662.2	94	94	94	94
ZCCHC4	1559	1524	2745	4389
ANAPC4	1662	2079	3822	7545
AC133963.2	575	575	575	575
AC133963.1	1638	1638	1638	1638
AC105290.1	588	588	766	787
AC092436.1	513	513	513	513
SLC34A2	1808	2162	4141	4985
AC092436.2	265	265	265	265
MTND4P9	1361	1361	1361	1361
MTND4LP22	304	304	304	304
MTND3P5	332	332	332	332
MTCO3P44	540	540	540	540
SEL1L3	1792	1296	4565	7335
AC092436.3	473	473	473	473
SMIM20	813	770	1185	1594
AC133961.1	760	760	760	760
LINC02357	1623	1623	1623	1623
AC097714.1	1623	1623	1623	1623
RBPJ	1466	716	5985	8924
CCKAR	1757	1757	1757	1757
TBC1D19	1182	774	2962	4165
AC107390.1	80	80	80	80
STIM2-AS1	357	337	520	810
STIM2	2503	2253	5179	8735
AC106047.1	786	786	786	786
AC024132.3	483	483	483	483
AC024132.1	2506	2506	2506	2506
LINC02261	2648	2648	2648	2648
AC024132.2	111	111	111	111
AC024132.4	654	654	654	654
IGBP1P5	1003	1003	1003	1003
AC007106.2	1988	1988	1988	1988
AC007106.1	1782	1782	2965	3355
AC093791.2	558	558	558	558
AC093791.1	798	790	907	1872
AC097480.1	721	721	721	721
AC097480.2	2734	2734	2734	2734
RN7SL101P	293	293	293	293
MIR4275	87	87	87	87
MESTP3	950	950	950	950
LINC02364	903	879	1181	1657
AC068944.2	402	402	402	402
AC068944.1	218	218	218	218
AC109349.1	676	676	829	1050
LINC02472	625	592	697	1052
AC092593.2	882	882	882	882
AC092593.1	1816	1816	1816	1816
AC093608.1	100	100	100	100
EEF1A1P21	1342	1342	1342	1342
AC097510.1	112	112	112	112
RPS3AP17	774	774	774	774
AC106868.1	982	982	982	982
AC098595.1	2376	2376	2376	2376
PCDH7	2699	1449	6750	12150
AC097716.1	180	180	180	180
MTCYBP43	739	739	739	739
LINC02497	617	617	644	644
AC104071.1	607	607	607	607
LINC02501	722	675	831	1021
LINC02506	783	801	1080	1568
AC097654.1	869	869	869	869
LINC02353	864	864	864	864
AC116611.1	1173	1173	1910	2140
AC017013.1	790	790	790	790
AC093606.1	728	728	728	728
AC097535.2	141	141	141	141
AC097535.1	288	288	288	288
AC079772.1	2076	2076	2076	2076
AC016687.3	1390	1321	2411	3558
AC016687.2	982	805	2802	6720
LINC02484	1137	1217	1612	3415
AC110790.1	2512	2512	2512	2512
AL121904.2	1300	1300	1300	1300
MIR663AHG	653	761	1074	1174
AC093689.1	272	279	299	539
AC093913.1	328	328	328	328
AC020589.1	101	101	101	101
SEC63P2	2091	2091	2091	2091
SEC63P1	1118	1118	1118	1118
RNU6-573P	105	105	105	105
ARAP2	2293	1749	7550	10251
AC098827.1	667	667	667	667
AC104078.1	924	1041	1529	3164
DTHD1	2381	2690	3834	5659
AC104078.2	490	490	490	490
MIR1255B1	64	64	64	64
LINC02505	1049	1067	1212	2186
AC125336.1	2743	2743	2743	2743
AC093746.1	2888	2888	2888	2888
LINC02616	1607	1518	2506	3664
AL136537.1	1152	1118	1755	3744
MIR4801	84	84	84	84
NWD2	4079	4079	7796	7802
C4orf19	2140	1950	3639	4466
AC022463.1	784	784	784	784
AC027607.1	540	540	540	540
RELL1	1782	1326	3250	3847
AC108022.1	108	108	108	108
PGM2	1583	1522	3233	3683
AC021106.3	534	534	534	534
AC021106.1	1075	1075	1075	1075
TBC1D1	1579	755	5498	8837
PTTG2	727	727	727	727
AC021106.2	713	713	713	713
AL162591.1	247	247	247	247
MRPS33P2	318	318	318	318
AC098680.2	658	658	658	658
AC098680.1	369	369	369	369
LINC02513	513	513	513	513
AC024023.1	939	939	939	939
LINC01258	1539	1316	2043	2552
LINC01259	768	768	768	768
LINC02278	1266	1266	2035	2035
KLF3-AS1	1313	1089	3236	5072
AC021860.1	178	178	178	178
KLF3	2666	1881	5596	6775
RNA5SP158	101	101	101	101
TLR10	2783	3471	3982	4207
TLR1	1089	599	2855	4270
TLR6	2258	1443	5815	5967
FAM114A1	1447	1111	4067	4948
MIR574	96	96	96	96
TMEM156	985	750	1926	2561
KLHL5	2384	2690	3423	4160
AC079921.1	1752	1832	2477	4469
AC079921.2	351	351	351	351
WDR19	1491	710	4392	8871
RFC1	1278	723	4894	6534
RNU6-887P	77	77	77	77
KLB	5998	5998	5998	5998
MIR5591	65	65	65	65
AC021148.2	100	100	100	100
RPL9	976	718	3480	5955
LIAS	1482	1513	3528	8216
AC021148.1	1231	1351	1353	1490
UGDH	1444	722	3592	3907
UGDH-AS1	745	745	745	745
AC021148.3	2626	2626	2626	2626
SMIM14	1448	634	6191	6441
AC108471.4	1300	1300	1300	1300
RNU7-11P	62	62	62	62
AC108471.3	2230	2340	3019	3477
UBE2K	1796	897	5170	5197
AC108471.2	92	92	92	92
AC108471.1	287	287	287	287
RN7SL558P	299	299	299	299
PDS5A	1846	610	7142	12403
ELOCP33	648	648	648	648
RNA5SP159	103	103	103	103
PABPC1P1	194	194	194	194
KRT18P25	1264	1264	1264	1264
AC098591.2	1277	1277	1609	1609
N4BP2	5364	5510	9715	9723
RNU6-1112P	100	100	100	100
AC098591.1	100	100	100	100
AC095057.1	166	166	166	166
AC095057.3	1163	1163	1163	1163
AC095057.4	414	414	414	414
RHOH	1342	806	4198	6612
AC095057.2	555	555	555	555
LINC02265	1003	1003	1003	1003
CHRNA9	1120	628	2268	3167
RNU7-74P	62	62	62	62
RBM47	2007	990	5056	8495
AC098869.2	857	857	857	857
AC098869.1	292	292	292	292
MIR4802	80	80	80	80
AC131953.3	487	487	487	487
NSUN7	1821	764	4813	5872
APBB2	1834	670	8987	12877
AC131953.2	481	481	481	481
AC131953.1	111	111	111	111
RNA5SP160	120	120	120	120
RNU6-836P	107	107	107	107
RNU6-1195P	107	107	107	107
UCHL1-AS1	518	518	593	873
UCHL1	971	874	1654	2284
AC095043.1	101	101	101	101
LIMCH1	3211	3441	7694	10501
RPL12P20	486	486	486	486
AC108050.1	2448	2448	2448	2448
AC105389.2	437	437	437	437
OR5M14P	617	617	617	617
PHOX2B	1665	1665	2791	2852
AC105389.3	907	907	907	907
AC105389.1	556	556	556	556
RNU1-49P	161	161	161	161
HMGB1P28	553	553	553	553
LINC00682	1237	1406	1646	3217
AC108210.1	1049	1049	1296	1546
AC108210.2	201	201	201	201
TMEM33	1817	1167	4013	4811
DCAF4L1	4704	4704	4704	4704
AC106052.1	515	515	515	515
SLC30A9	2167	1074	6168	7191
ATP1B1P1	909	909	909	909
BEND4	6182	8567	8633	8791
AC111006.1	1000	1000	1653	1660
AC024022.1	636	533	1091	2306
SHISA3	2323	2323	2323	2323
ATP8A1	2804	780	8264	11169
RPS7P7	587	587	587	587
CCNL2P1	975	975	975	975
AC096734.2	419	419	419	419
AC096734.1	1126	1126	1126	1126
RN7SKP82	224	224	224	224
GRXCR1	986	986	986	986
AC111198.1	603	603	603	603
AC097451.1	551	551	650	680
AC098590.2	281	281	281	281
LINC02383	575	575	575	575
AC114774.1	1790	1790	1790	1790
RN7SL691P	302	302	302	302
AC080132.1	3418	3282	4786	10698
RN7SL193P	276	276	276	276
AC114757.1	2093	1286	7743	9094
LINC02475	1840	2093	2631	2806
KCTD8	1527	1527	2590	2707
AC093852.1	266	266	266	266
YIPF7	765	686	1201	1827
GUF1	3000	3158	4483	4486
GNPDA2	1915	1622	5439	7237
AC096586.2	428	428	428	428
AC096586.1	571	571	571	571
AC093755.1	991	991	991	991
PRDX4P1	574	574	574	574
AC108467.2	1602	1602	1602	1602
AC108467.1	556	556	556	556
THAP12P9	2321	2321	2321	2321
AC108043.1	562	562	562	562
RNU6-931P	107	107	107	107
RN7SKP199	305	305	305	305
GABRG1	7244	7244	7244	7244
AC104072.1	667	667	667	667
GABRA2	1685	1358	3413	6978
AC095060.1	3199	3199	3261	6014
RNU6-412P	106	106	106	106
COX7B2	540	567	609	808
GABRA4	3185	1623	11171	11329
GABRB1	903	607	1944	2949
AC107398.3	6943	6943	6943	6943
COMMD8	797	538	1459	1761
AC107398.4	716	753	892	1121
AC107398.5	1958	1958	1958	1958
ATP10D	2327	648	6642	7980
AC107398.1	93	93	93	93
AC107398.2	605	605	605	605
CORIN	2686	2717	5343	9880
MIR8053	75	75	75	75
AC107068.2	941	790	1739	2282
AC107068.1	4291	4291	4291	4291
NFXL1	2601	3234	3895	4633
NIPAL1	1613	711	5291	5856
CNGA1	1736	2629	2868	3465
TXK	1470	1189	2922	3484
RNU6-838P	108	108	108	108
AC079118.2	58	58	58	58
TEC	1596	814	3639	3970
AC079118.1	102	102	102	102
AL157777.2	137	137	137	137
SLAIN2	2362	588	6102	6327
SLC10A4	1926	1926	2129	2549
ZAR1	1322	1322	1462	1462
FRYL	4073	3011	11684	18143
RNU5E-3P	68	68	68	68
OCIAD1	881	585	1913	4587
OCIAD1-AS1	265	265	265	265
OCIAD2	663	611	1878	2511
RNU6-158P	100	100	100	100
AC020593.1	301	301	301	301
CWH43	1471	1456	2445	3162
TPI1P4	477	477	477	477
WDFY3-AS2	2792	3145	6570	9435
AC108021.1	543	543	543	543
WDFY3	2916	728	14228	16735
RNU6-469P	100	100	100	100
WDFY3-AS1	640	640	640	640
RN7SL552P	309	309	309	309
CDS1	2437	2437	4311	4311
RPL3P13	216	216	216	216
NKX6-1	2409	2409	2626	3084
AC104063.1	712	712	712	712
AC079160.1	1143	743	2796	4297
RNU6-774P	107	107	107	107
AC021192.2	789	789	789	789
AC021192.1	91	91	91	91
GPAT3	1411	1075	3004	3823
RPL30P5	344	344	344	344
ABRAXAS1	2156	2068	4169	5872
SLC25A14P1	900	900	900	900
MRPS18C	910	496	2501	5140
HELQ	2038	2025	3543	3704
AC114781.4	714	714	714	714
AC114781.5	108	108	108	108
HPSE	2389	1764	4630	4911
COQ2	1294	1392	1639	2787
AC114781.1	1007	1007	1007	1007
AC114781.2	387	387	387	387
AC114781.3	146	146	146	146
PLAC8	1040	850	2244	3758
AC004941.2	216	216	216	216
AC073840.1	386	386	386	386
COPS4	1104	824	2424	3924
LIN54	3101	2749	6172	6821
RNU6-615P	106	106	106	106
AC021105.1	108	108	108	108
THAP9	1632	759	3816	4321
SEC31A	1921	1095	4303	9232
THAP9-AS1	958	568	2772	4386
SCD5	2729	2729	3453	4652
AC073413.2	352	352	352	352
MIR575	98	98	98	98
AC073413.1	731	731	731	731
LINC00575	936	907	1056	1389
AC067942.4	914	914	914	914
AC067942.3	362	362	362	362
TMEM150C	1873	1884	3303	3522
AC067942.1	1241	1241	1462	1462
RPS6P20	117	117	117	117
RPL7AP26	814	814	814	814
ENOPH1	1779	1764	2067	2067
HNRNPDL	2282	1895	4004	5341
AC124016.1	84	84	84	84
IGBP1P4	877	877	877	877
AC124016.2	615	615	623	902
HNRNPD	1435	935	4567	6970
HNRNPDP1	153	153	153	153
AC124016.3	1944	1944	1944	1944
VAMP9P	621	621	675	952
RNU6-499P	106	106	106	106
HNRNPA3P13	1133	1133	1133	1133
RASGEF1B	1294	691	3039	7352
NPM1P41	842	842	842	842
AC021863.1	127	127	127	127
COX5BP1	393	393	393	393
MTCYBP44	799	799	799	799
RNU5A-2P	116	116	116	116
PRKG2	2627	2623	4826	4968
AC139722.1	579	607	724	809
BMP3	6069	6069	6069	6069
CFAP299	880	728	3361	4486
MTND4LP31	294	294	294	294
MTND3P24	342	342	342	342
AC105917.1	2135	2135	2135	2135
FGF5	3018	3051	4763	5652
PRDM8	1734	1277	4109	4620
AC021127.1	1113	1113	1664	1778
RPSAP39	883	883	883	883
ANTXR2	1950	1343	8427	10004
KPNA2P1	1582	1582	1582	1582
PCAT4	1234	1234	2095	2251
AC118141.1	135	135	135	135
LINC02469	761	761	761	761
LINC00989	1657	1450	2655	6235
AC092542.1	347	347	347	347
GK2	1868	1868	1868	1868
NAA11	1232	1043	2085	2780
LINC01088	1035	694	2780	9424
PAQR3	2244	1235	9778	12633
BMP2K	2648	2200	6883	9918
RN7SL127P	287	287	287	287
AC098818.3	70	70	70	70
AC098818.2	2306	2306	2306	2306
AC098818.1	252	252	252	252
AC112253.2	1016	1016	1016	1016
LINC01094	1915	2025	2540	5095
HIGD1AP13	289	289	289	289
AC112253.1	112	112	112	112
ANXA3	1081	881	2928	5039
FRAS1	4254	2203	15857	19290
MICOS10P4	316	316	316	316
HNRNPA1P56	960	960	960	960
HMGB1P44	572	572	572	572
AC114801.2	765	765	765	765
MRPL1	750	706	1170	1620
AC112225.1	299	299	299	299
CNOT6L	3144	1890	8821	9326
AC104701.1	58	58	58	58
CXCL13	867	867	1195	1423
AC092674.1	370	370	370	370
CCNG2	2074	1510	5398	7019
AC008638.1	864	864	864	864
AC008638.2	716	716	716	716
AC008638.3	455	455	455	455
RNU6-1187P	100	100	100	100
AC104771.1	967	967	967	967
RPL7P46	739	739	739	739
RPL7P21	633	633	633	633
RPL7P17	725	725	725	725
CCNI	856	594	2793	3793
SEPTIN11	1288	582	5685	9846
TXNP6	312	312	312	312
SOWAHB	3991	3991	3991	3991
AC104687.1	416	416	416	416
AC104687.2	341	341	341	341
AC107072.2	1106	945	1996	4359
AC107072.1	110	110	110	110
SHROOM3	2038	610	10911	13840
MIR548AH	73	73	73	73
MIR4450	65	65	65	65
AC112249.1	436	436	436	436
CCDC158	2121	2310	3663	6221
AC096743.1	72	72	72	72
AC096743.2	321	321	321	321
RNU6-1000P	106	106	106	106
SNX5P1	1040	1040	1040	1040
AC034139.1	1880	1880	1880	1880
STBD1	3375	3375	3375	3375
FAM47E-STBD1	2112	2330	2984	3038
FAM47E	1648	1532	5307	8735
SCARB2	2825	2749	5800	19353
AC110795.1	803	803	803	803
NUP54	945	573	2242	3963
ART3	822	762	1614	3464
CXCL11	1155	1155	1519	1818
AC112719.1	309	309	309	309
CXCL10	1181	1181	1181	1181
CXCL9	2773	2773	2773	2773
AC112719.2	1687	1687	1687	1687
SDAD1	1425	799	3115	3702
NAAA	1053	734	1996	3339
PPEF2	1558	961	4177	4985
AC110615.1	1271	1271	1949	2470
RNU2-16P	136	136	136	136
USO1	2277	2306	4132	4585
G3BP2	1522	581	4942	6966
AC104828.1	92	92	92	92
CDKL2	2431	2172	4916	5269
ODAPH	1006	634	1877	2057
THAP6	1229	995	3570	7123
RCHY1	1358	1089	4689	6552
AC096759.1	472	472	472	472
AC096759.2	644	644	703	706
LINC02483	1038	1038	1038	1038
AC025244.1	473	473	473	473
AC025244.2	424	424	424	424
AC093870.1	213	213	213	213
AC110760.3	419	419	467	467
LINC02562	526	494	778	1027
PARM1	4683	4683	5035	5058
AC110760.1	589	589	589	589
AC110760.2	1784	1784	2605	3401
HSPE1P23	318	318	318	318
AC098825.1	525	525	525	525
BTC	1634	1634	2644	2644
AC239584.1	721	721	721	721
AREG	984	956	1234	1643
AC021180.1	559	559	559	559
EREG	2167	1265	4617	5688
EPGN	551	375	1598	2240
MTHFD2L	1392	954	3163	10076
AC093677.2	1871	1871	1871	1871
CXCL2	757	580	1121	1404
CXCL5	2310	2310	2310	2310
AC093677.1	677	677	677	677
AC093677.3	1858	1858	1858	1858
CXCL3	1038	934	1656	2230
PPBPP2	867	867	1389	1389
RN7SL218P	298	298	298	298
AC097709.1	1811	1811	1811	1811
PPBP	1300	1300	1300	1300
PF4	766	766	766	766
CXCL1P1	335	335	465	466
HNRNPA1P55	956	956	956	956
CXCL1	875	875	1177	1365
PF4V1	729	729	729	729
CXCL6	856	566	1468	1964
PPBPP1	373	373	373	373
AC112518.1	424	424	424	424
CXCL8	982	695	1653	2245
UMLILO	563	563	563	563
RASSF6	3002	2729	5857	6608
AC074250.1	192	192	192	192
LINC02499	528	454	764	1192
AFM	1214	1214	2009	2197
AFP	962	692	2423	3199
ALB	1085	1056	2285	3436
AC108157.1	540	540	540	540
AC053527.2	690	690	690	690
AC053527.1	129	129	129	129
ANKRD17	4274	3257	10798	12044
HMGA1P2	324	324	324	324
COX18	2147	1085	6754	7014
HNRNPA1P67	926	926	926	926
ADAMTS3	2671	2008	6243	7069
AC095056.1	431	431	431	431
NPFFR2	1420	1390	1921	2207
GC	1202	1488	1770	2094
RNA5SP163	99	99	99	99
SLC4A4	4149	4270	7707	9617
LDHAL6EP	1086	1086	1086	1086
AC096713.1	987	987	987	987
DCK	1869	2417	3007	3059
MOB1B	1159	1107	2083	3091
RNU6-891P	110	110	110	110
AC021989.1	85	85	85	85
GRSF1	2663	2671	4638	5622
RUFY3	1316	722	4391	9374
AC009570.1	745	745	745	745
RNU6-784P	106	106	106	106
RNU6-520P	104	104	104	104
UTP3	2006	2006	2006	2006
AC009570.2	459	459	514	823
JCHAIN	772	584	1403	1643
ENAM	3165	3240	5704	5828
AMBN	1586	1488	2005	2087
AMTN	885	885	1009	1009
MUC7	1408	632	2831	3090
OPRPN	757	686	984	993
SMR3B	667	698	782	1424
SMR3A	749	749	749	749
CABS1	1520	1520	1520	1520
CSN3	834	834	834	834
FDCSP	522	522	522	522
ODAM	787	680	1316	1559
PRR27	2746	2980	4749	5281
CSN1S2AP	229	235	361	451
STATH	678	669	808	2190
CSN2	1065	1065	1065	1065
CSN1S1	635	582	1002	1041
AC108941.2	1807	1807	1807	1807
SULT1E1	1342	1342	1778	2082
SULT1D1P	483	483	483	483
SULT1B1	1793	747	3939	4197
UGT2A1	1558	1699	2616	3859
UGT2A2	1630	1630	1696	1696
AC093829.1	1470	1470	1470	1470
UGT2A3P7	725	725	725	725
AC021146.6	117	117	117	117
AC021146.9	156	156	156	156
AC108078.2	239	239	239	239
AC111000.6	712	712	712	712
AC021146.10	705	705	705	705
UGT2A3	2049	2049	2434	2531
AC111000.4	191	191	191	191
UGT2B7	1113	1389	1745	1877
UGT2B28	1424	1424	1590	1590
AC111000.5	908	908	908	908
AC021146.7	769	769	769	769
AC021146.2	560	560	560	560
UGT2B17	2078	2078	2078	2078
UGT2B15	1856	1856	1856	1856
UGT2B29P	736	736	736	736
AC147055.3	712	712	712	712
TMPRSS11E	1462	1462	2130	2132
YTHDC1	2614	2470	6221	6986
APOOP4	597	597	597	597
AC098799.2	640	640	640	640
AC098799.1	796	796	796	796
AC098799.3	293	293	293	293
TMPRSS11B	1463	1184	2640	3346
TMPRSS11BNL	525	411	1065	1681
FTLP10	990	990	1501	1501
TMPRSS11F	2086	2086	2086	2086
UBA6-AS1	1581	1554	3702	10708
SYT14P1	1073	1073	1434	1434
MTND2P41	773	773	773	773
TMPRSS11GP	807	807	1213	1281
RNU6-95P	107	107	107	107
TMPRSS11A	2503	3084	3237	3980
TMPRSS11D	1036	567	2783	3261
TMPRSS11CP	694	694	694	694
GNRHR	1518	1518	2178	2178
AC079880.1	151	151	151	151
AC079880.3	1211	1211	1211	1211
AC079880.2	335	335	335	335
ST3GAL1P1	733	733	733	733
UBA6	2037	2260	3608	5600
AC096720.1	186	186	186	186
AC096720.2	2461	2461	2461	2461
STAP1	1548	1548	1953	1953
CENPC	2779	2803	6738	9102
AC104806.2	1053	721	1878	2840
RNA5SP527	127	127	127	127
RNU1-63P	164	164	164	164
RNU6-699P	112	112	112	112
RPS23P3	433	433	433	433
AC110809.1	2012	2012	2012	2012
MIR1269A	105	105	105	105
AC116049.2	292	292	292	292
AC096721.1	558	558	558	558
AC097110.1	755	755	755	755
RNU2-40P	192	192	192	192
AC104137.1	240	240	240	240
EPHA5-AS1	582	423	1179	1260
EPHA5	4900	4417	8426	9899
LINC02835	866	866	866	866
